FSC-H,SSC-H,FITC-H,PI-H,PerCP-H,APC-H,FSC-A,SSC-A,FITC-A,PI-A,PerCP-A,APC-A,Width,Time
713117,2182164,15141,913278,3552952,22002,518769,1247357,26614,1411595,5532032,38843,84,2166.800
882725,2341080,12633,565386,2178299,7501,572263,1302072,24851,1126174,4408481,23465,86,2166.800
780247,2281599,19279,1047707,3983196,8190,595910,1397278,43070,2097110,8051864,23764,90,2166.800
593376,1833477,12798,688751,2640979,4229,314344,866399,21146,1049280,4057671,6296,71,2166.800
930440,2185325,17727,1041297,3995582,5568,584327,1368423,35036,1824210,7016319,-2772,85,2166.800
912979,1754352,13110,633238,2448135,5768,465946,819826,21901,1038919,4049272,17821,72,2166.800
690088,1522805,11017,659349,2580165,3629,353710,758733,16342,965905,3782416,2016,78,2166.800
1126123,2651617,19233,1217204,4624938,3972,878627,1693520,47260,1893281,7329920,-10186,100,2171.800
654082,1531993,12498,558105,2148248,2654885,380897,765143,21997,1036391,3999024,2730511,68,2171.800
467801,1463161,2263,27104,122614,1686,201011,608033,3958,49370,231487,-1921,64,2171.800
559518,1292211,11503,730052,2815332,7173,322558,686175,18474,996301,3862369,16583,76,2171.800
585488,1463214,11858,695261,2677266,2842,369424,746046,19930,1070214,4136584,-16770,76,2171.800
672584,1895336,17426,978901,3792101,8911,481630,1039124,35572,1979906,7657895,28006,79,2171.800
723375,2367942,14462,770068,2942344,5422,514112,1596996,31184,1398518,5398854,9634,88,2171.800
627648,1374123,11604,576956,2187100,3609,307698,578180,19843,1032318,3957237,1443,65,2171.800
442541,839169,10671,621261,2371543,2292,250522,407450,16980,972749,3732077,-2426,66,2171.800
1183037,3000828,20467,1133707,4400825,7234,830143,1868699,41109,2070541,8130219,8178,93,2171.800
772735,2298514,15123,716549,2757251,5747,756519,2092059,49249,2269617,8794141,2766,107,2171.800
857604,1429207,10896,665311,2588712,7658,515858,735640,18297,1046003,4082255,17713,78,2171.800
706439,1255359,10338,660588,2535971,1854,324654,587776,16318,1001975,3872502,-8581,75,2171.800
1183644,2523596,16411,720500,2806166,5280,717704,1566216,36939,1456813,5761374,-1903,99,2171.800
467840,1281581,12106,715263,2738294,3627,287815,622042,19784,1043652,4014786,-4975,76,2176.800
681200,1591196,14973,638425,2449682,4916,426578,724731,24572,1002441,3869317,827,78,2176.800
323001,800156,2525,18322,88808,3321,118243,296779,3055,22350,118929,4232,60,2176.800
303294,618075,1195,13799,65205,3209,203649,335435,1843,32387,153122,-1351,79,2176.800
1086688,1563969,15224,1023980,3950976,8385,609038,876639,29088,1746432,6774692,15877,84,2176.800
922763,1653910,10894,708455,2741591,6241,552230,800512,17142,1000184,3893112,16428,71,2176.800
580390,1300648,11847,738666,2857720,2111,351408,627089,18225,969363,3806960,-7113,77,2176.800
729783,1624278,11427,703971,2680443,3425,345993,741277,18548,1041235,4023974,875,77,2176.800
713299,1628524,12127,717504,2732779,848,469885,817963,19953,1053998,4044697,1165,75,2176.800
620012,1865114,12185,627154,2392078,3507,387199,976131,20509,1017543,3939507,-7055,69,2176.800
162252,97350,32,1478,9300,4165,55252,36171,-57,1902,16042,14667,49,2181.800
1861840,2771263,22496,957178,3741240,6778,1350168,1588409,41339,1417333,5584085,8072,88,2181.800
700465,1414748,10755,700497,2710972,2404,415776,696509,17894,978938,3818744,-4811,79,2181.800
903180,2044616,15359,875174,3362992,4320,625768,1330717,33204,1836087,7108812,-4087,90,2181.800
859408,1837714,10754,598594,2297893,1856,488990,963173,20473,1040886,4065577,245,77,2181.800
375560,615346,1992,12943,60593,2475884,143989,202442,2443,15470,76432,1433785,52,2181.800
791862,1757329,13079,562942,2201680,5502,510472,885900,22625,1038246,4060870,6250,80,2181.800
629238,2111964,18880,1227853,4708463,8164,590469,1405181,37334,1819897,7073920,14356,92,2181.800
803017,2510065,19035,940947,3604576,9841,650929,1523168,39498,1667242,6464326,29120,84,2181.800
634668,2125503,15350,667023,2563813,5142,408401,1019948,24845,1060166,4110878,7491,92,2181.800
584088,2081163,16813,1007703,3853623,7863,455326,1244211,34229,2062571,7961135,22182,86,2181.800
570473,1589494,14512,874280,3337228,1297,401066,862616,26884,1467639,5645265,-14665,81,2181.800
818090,1673653,16015,1128805,4320301,8141,426291,930361,31481,1869726,7222013,11717,85,2181.800
1420080,1868676,13600,991970,3781396,6740,691616,1028075,28760,2000797,7683663,8061,83,2181.800
462536,1690993,12122,643988,2531831,8594,315038,850902,19471,966239,3791427,18609,79,2186.800
1719250,3686811,30642,1391966,5313146,6653,1237753,2175447,61517,2092991,8130945,304,91,2186.800
692751,1662768,11625,702068,2681777,4163,318636,822512,18204,1041880,4030081,10873,72,2186.800
1274392,3138610,19840,1046852,4032113,6774,953810,2029009,45998,2242699,8626597,14651,96,2186.800
519013,1638005,12181,630686,2427901,4535,352082,855515,21353,1060739,4094374,4060,82,2186.800
412086,1157756,4186,20287,97264,3072,180148,470877,5473,31157,162697,7274,67,2186.800
550370,1565005,11143,644156,2451675,2684,357341,877329,21245,1091297,4197034,2011,85,2191.800
913543,2020560,11814,663914,2548377,2427,445653,983938,20710,1049444,4059439,-15796,82,2191.800
603622,1698991,11491,684537,2652424,3478,347503,857357,19116,998803,3914565,-7812,74,2191.800
674381,1468629,2781,16709,91419,2427,252407,551131,3433,27350,143001,-577,67,2191.800
1074967,2424768,16924,767808,2932160,5636,708911,1271094,29273,1190117,4607022,262,86,2191.800
691531,1905346,13245,609902,2344936,5885,430604,958445,22667,991998,3849948,17089,76,2191.800
541840,1819051,17214,992615,3840211,11457,438559,1185825,30716,1785270,6918771,38814,85,2191.800
1098969,2369022,17925,1057741,4090404,7794,1078600,2037153,56516,2915286,1.133441E+07,20642,142,2191.800
809661,1806070,11331,649736,2529332,6681,467096,979375,21038,1069118,4175421,17095,74,2191.800
1015426,2442498,19725,1186405,4525458,4954,695929,1403538,34295,2004668,7656989,4916,85,2191.800
479340,1345664,10685,668503,2588321,3301,319933,681331,17381,991184,3862457,-7869,78,2191.800
429852,1623738,10442,606182,2313839,2538,291261,845914,19740,1031102,3957946,-7851,81,2191.800
1384721,4163913,22889,956892,3717508,6701,1002726,2642447,57079,2094880,8209151,4050,101,2196.800
724053,1676243,12810,680909,2605026,4183,409576,860696,19985,1014760,3934861,4692,82,2196.800
282378,1302614,8630,570746,2169638,3113,192635,621388,14541,945115,3615010,1621,73,2196.800
1959053,6282687,29190,1761512,6667101,16346,2133820,5568154,101543,3942188,1.532993E+07,46815,123,2196.800
1211757,2169736,15551,695151,2633210,2553,654394,1000712,30869,1033273,3957975,-4148,73,2196.800
1295572,2064092,13856,714602,2789199,4958,728805,972278,20992,1001012,3935745,7530,78,2196.800
374978,1502973,10741,546477,2111680,1649,227462,764612,19361,1041550,4018666,2287,68,2196.800
410129,1679497,9322,525618,2034440,2888,247953,816148,17424,960852,3751057,2260,71,2196.800
830553,3558367,19617,1325763,5054511,10020,645395,1901231,36909,2019915,7801669,31363,91,2196.800
523989,1230505,10405,594061,2293804,978,309152,627205,16276,950486,3668762,-547,76,2196.800
805293,953939,9713,671602,2601423,1808,379803,444873,16119,998610,3878748,-5614,83,2196.800
347862,662417,1038,13042,65746,4134,139844,272049,1945,21608,112899,15297,66,2196.800
1008130,2511798,16736,962680,3698548,8538,867882,1716000,39368,2076238,8039940,21891,96,2201.800
613573,1562593,13497,767934,2944118,5979,360865,820838,23574,1066767,4115336,9107,79,2201.800
1951190,2475284,15325,773235,2969885,3732,957368,1312509,24758,1098846,4240397,3190,78,2201.800
940828,1711815,15064,743646,2905649,7024,545499,818723,23861,1129479,4410325,19014,67,2201.800
661051,814854,3873,12841,54902,1108,254082,262372,5335,18448,85086,-4146,50,2201.800
699874,1456344,9982,692790,2645263,3598,380783,741675,16478,1045166,4029252,361,69,2201.800
206130,32680,746,57714,226184,1460,55004,6189,1243,95836,377989,-1463,38,2201.800
918019,2028841,20075,1035540,3979276,9386,620740,1252311,43577,2021699,7794279,18315,92,2201.800
1091155,2103396,14498,830158,3202471,5664,675491,1103886,27902,1485635,5776358,8616,84,2201.800
1220824,1711384,13843,812162,3074601,2826,583384,832993,19271,1062557,4077714,-872,81,2201.800
806468,1199099,11365,694024,2648875,6764,384889,635713,18616,990130,3806674,21971,77,2206.800
746492,1727594,10922,604505,2324010,1763,421965,865211,19974,1012214,3928703,-5364,74,2206.800
219926,751718,1215,9459,53445,1108,83747,295806,1782,17125,97326,0,51,2206.800
983859,1982966,13504,679428,2614060,4351,646411,1003262,22543,1066782,4159922,10435,80,2206.800
996341,3134800,23387,1061055,4049317,7963,611726,1785713,50544,2040667,7866879,27311,123,2206.800
1094305,2178258,16813,964985,3774827,8929,953063,1865927,52614,2899371,1.13123E+07,55897,158,2206.800
854505,1755879,17082,1003030,3818158,9056,557043,1064428,36952,1980383,7603769,28269,83,2206.800
1512413,2181574,21233,1212502,4596126,5905,881368,1219639,37116,1984083,7598097,4454,87,2206.800
626728,1607770,12118,691680,2635763,10762,352516,869105,22353,1062656,4119587,42636,80,2206.800
1262965,2951563,21578,1276299,4931912,11919,830298,1836314,51399,2864928,1.121331E+07,39117,93,2206.800
1371834,1292917,5679,41514,176648,334078,575377,444585,7336,57998,258858,130460,55,2206.800
603360,1519076,10669,676067,2629615,8401,292243,704346,16589,998396,3927450,19777,59,2206.800
837688,2236152,14176,821090,3102536,7158,520203,1099887,25141,1157666,4445483,23602,84,2211.800
680721,2098001,16219,983239,3743161,7833,524749,1236183,34018,1917490,7358600,19849,92,2211.800
713926,2129336,13372,732570,2850154,1257,458568,1078741,22974,1213499,4740248,-8335,76,2211.800
514138,1760743,10584,566698,2190062,5044,378464,933274,21259,1005365,3909135,7798,76,2211.800
1028137,2147727,11537,640094,2511325,4060,586089,1140244,22058,1027854,4034598,3756,87,2211.800
675308,1867379,11672,653445,2559989,9982,443871,932124,22331,1049143,4128939,29893,82,2211.800
1025217,3225768,20173,1130792,4377018,24297,1577854,3676404,108104,5956201,2.314219E+07,115093,171,2211.800
761787,1961606,11708,692702,2656950,3796,441659,951680,19239,978606,3793162,8233,68,2211.800
1208948,3821445,18497,734158,2846421,9439,1417134,3363866,56557,2111438,8280994,38419,119,2216.800
1337721,4301306,25249,1793410,6794773,10122,1057790,2812780,68313,3771793,1.456197E+07,19108,100,2216.800
294873,888458,1794,22075,103499,1498,141396,351906,2251,35064,163005,-5125,63,2216.800
1177761,2150338,17956,747778,2899950,5996,734637,1094606,30575,1144694,4488665,10514,84,2216.800
867601,1745194,13468,735738,2807121,7143,495615,950423,21826,1030749,3960627,24953,80,2216.800
1761029,3596087,24445,1211109,4622367,7438,1566020,3261869,81093,3584707,1.375512E+07,4661,150,2221.800
1132161,1794766,13552,684811,2625118,6835,696452,859612,21846,1027706,3968809,9899,77,2221.800
1057780,1875541,18433,753173,2868651,5569,613955,943203,30915,1003185,3886125,13256,79,2221.800
425494,1771771,3860,25550,131981,1498,214889,834268,5688,47196,250013,-198,70,2221.800
1017286,1457786,12669,721700,2782076,5250,460819,674669,20000,1036275,4039975,13100,74,2221.800
776625,1918008,14855,973166,3748569,4443,603785,1297285,30653,1775903,6850481,-5781,89,2221.800
1025216,1462965,12549,698448,2708145,5398,475865,693113,19100,1041065,4056150,15284,82,2221.800
1395384,2322332,19999,1054389,4035280,10114,661987,1325202,39431,2060584,7936695,26365,92,2226.800
322309,787864,1837,17223,87299,2988,137310,282101,2112,23546,124660,5134,59,2226.800
553303,1597227,12616,689123,2665324,5270,372598,889491,20385,1027731,4009548,16370,80,2226.800
1235127,2079514,12529,673800,2606267,2406,828480,1115752,22801,1053339,4104054,-2152,81,2231.800
798265,2159764,18970,1254430,4771712,8819,517948,1187147,34809,2001834,7690473,16782,82,2231.800
808617,2363947,17122,977398,3764809,8556,541121,1296361,32985,1933133,7486589,18514,86,2231.800
1879992,3266236,25472,1100788,4242786,10017,1153325,1700587,51134,2196537,8513615,29848,81,2231.800
304075,574906,881,7530,34868,3132,107515,173517,1316,9002,48633,3192,42,2231.800
556640,1465378,10646,695652,2677084,25398,347779,670683,18272,1013417,3904792,12679,66,2231.800
1185345,2791236,20613,969654,3736580,7678,766918,1961535,51034,2066108,7994301,6121,92,2231.800
408429,1310059,9880,631013,2461171,7637,271072,683766,15234,1000787,3942163,21723,79,2231.800
1929883,4446305,19503,636788,2531625,3820,1266398,3152207,45219,1291586,5174238,6879,102,2231.800
601153,1108936,9791,695199,2641002,6244,364927,614074,16361,998413,3806130,15725,85,2231.800
850597,1663179,12897,689969,2629391,1865,512398,975567,21200,1022789,3932235,-5995,81,2236.800
535900,2081199,15561,1095140,4155545,11121,436044,1230481,33584,2113855,8134983,35879,91,2236.800
883961,2763792,17189,1042627,3977551,8625,620983,1488324,33349,1968219,7599825,30713,85,2236.800
1795281,3590354,19590,889696,3426475,4670,1170492,2108208,43809,2047764,7946518,2270,92,2236.800
602863,767168,8799,591028,2268952,5695,255388,390671,16403,1006006,3887624,12218,73,2236.800
1195499,1728727,15396,849318,3237162,23638,518293,925891,27282,1409472,5477869,25179,79,2236.800
917169,1834483,15101,756827,2928103,5914,467373,873088,28993,1519699,5877656,14253,75,2236.800
1154038,3063648,18771,1171763,4517196,8893,740432,1697106,35926,1878054,7308162,15804,85,2236.800
634506,1095648,10448,696269,2645524,918,398683,588788,17024,1025797,3911622,419,79,2236.800
1597989,4390861,17479,911572,3501036,3484,1116721,2568200,37471,1753272,6796913,-11318,97,2236.800
729395,1695698,12178,703396,2709796,4429,536270,934785,24052,1216824,4709199,8988,82,2236.800
655162,1454771,11630,656515,2539885,3564,393985,690556,19126,984489,3830526,3082,73,2236.800
837951,1871216,14292,834502,3242293,7086,476275,987365,27565,1332656,5222089,18067,80,2236.800
1833055,4119478,20973,1293381,4924593,8583,1146275,2591054,53130,2796617,1.078934E+07,11737,104,2241.800
979014,3219301,18719,966809,3727480,5056,810307,2180193,43246,1979063,7665754,321,94,2241.800
719419,1786250,12569,699251,2732736,7182,477871,891065,20901,996294,3915116,22385,79,2241.800
1316683,4024744,26613,1161787,4443109,6698,1125704,2652462,54986,1921166,7501596,-7160,98,2241.800
1037360,2781813,22095,1191929,4639246,8124,763487,1397280,39158,1935649,7555622,10610,86,2241.800
486312,1658327,10303,667854,2537810,3923,329986,842405,19547,1049681,4037814,11036,82,2241.800
853325,2312045,14147,675938,2553674,2526,561490,1207165,28805,1104959,4228786,-7480,88,2246.800
444036,1385108,11921,713865,2731288,3983,298165,671899,20375,1087762,4195413,3570,73,2246.800
737379,1759421,9255,563810,2196247,5374,433481,929156,20747,1153783,4505866,3397,86,2246.800
564283,1980504,12734,685885,2613545,2151,338522,987693,23359,1190134,4579222,-3872,78,2246.800
978840,1933640,14166,661541,2548159,7022,677761,966719,25433,1068808,4170175,23626,83,2246.800
1306153,1994812,16116,983452,3756022,10266,735383,1158501,29174,1527521,5904499,36993,91,2246.800
841718,1363345,10538,641143,2430476,2539,441570,682471,18149,1020654,3906175,-2678,78,2246.800
643062,1852583,11668,693706,2648900,7852,438039,957870,18867,1028843,3960278,22993,77,2246.800
708245,1629019,5893,203585,798309,167,401708,899133,11719,321165,1285032,641,79,2246.800
821078,1465886,11477,704098,2732085,5313,421646,771895,18671,989554,3846570,7640,81,2251.800
796449,2469887,17841,1005946,3867687,5136,536421,1601163,35419,1901394,7388945,4591,93,2251.800
629318,1845124,10032,651219,2486552,8389,385440,1015493,20815,1079736,4184389,35302,88,2251.800
713288,1754865,14280,807005,3102959,4016,439954,930881,22175,1177265,4540568,1082,82,2251.800
1162451,2027247,12684,670915,2599244,4080,617501,924620,20881,1025944,4015768,5232,79,2251.800
675434,1883940,12583,596259,2323751,2860,416719,1009809,21810,1041244,4080158,-561,85,2256.800
736480,2182282,13027,701601,2702085,3626,431266,1045004,19362,1066825,4126645,829,81,2256.800
869894,3317810,17811,818185,3138815,8311,757905,2004139,39237,1946069,7506730,20250,94,2256.800
864057,1862183,12486,621635,2423258,5449,425016,837881,18553,965663,3777739,7766,79,2256.800
1283849,3482435,24877,1399983,5346937,10821,1047540,2373461,62049,3340136,1.289111E+07,28971,156,2256.800
1268308,2815735,16518,610344,2362562,10169,774408,1463400,29144,1111998,4342554,30257,83,2261.800
816350,2329722,18914,1103048,4207417,42345,475226,1249464,37529,2022893,7803042,35763,80,2261.800
1159097,3345317,24746,1247882,4791957,8558,830476,1809214,46006,2049858,7914955,16722,84,2261.800
542217,2125663,16614,1066360,4041095,4192,383874,1324005,32221,2001879,7691980,41,89,2261.800
307462,709889,2050,16864,80856,2860,135147,250484,2783,23128,112121,172,57,2261.800
372014,1319946,10930,663332,2566343,2858,234162,661072,17824,1043000,4054337,-7389,77,2261.800
287275,628163,2311,16439,74598,6138,107305,205045,2440,21455,92600,-5285,54,2261.800
808797,1549745,12143,644108,2468755,1451,467660,709573,19584,1024543,3946399,-13335,78,2261.800
575116,1462278,12155,698814,2679011,5592,391503,799529,20482,1005774,3885427,17945,80,2261.800
753628,1408044,11587,679774,2595667,4880,432575,635182,19968,1052992,4063801,7775,75,2261.800
571360,1999614,11480,661452,2509829,5697,375084,1025912,20004,1076065,4129043,11969,82,2261.800
662159,1517925,13513,750952,2876755,5045,397954,734597,19789,997693,3829347,-2133,74,2261.800
938982,1996639,12688,711700,2771464,7344,574653,1052152,22068,1079057,4253615,21006,81,2261.800
857244,1904702,13145,774343,2981553,7874,546857,979489,23482,1202317,4662259,24342,85,2266.800
582262,2038790,10019,564171,2203871,2587,387793,1095057,20109,1074448,4201474,-1488,84,2266.800
1623858,3290291,30282,1494781,5719536,8947,1184769,2075013,65183,3014888,1.156023E+07,14746,96,2266.800
658379,1743969,12582,630989,2433189,4530,421329,881102,23184,991516,3881795,6239,79,2266.800
575471,1601816,11486,672699,2554145,2569,364155,833511,22885,1328756,5097454,-7718,81,2266.800
864239,2358479,18432,770039,2968751,7125,472136,1103736,28619,1271777,4927409,17535,77,2266.800
567324,1678327,11866,676845,2648113,4703,371615,947359,20309,1056998,4142006,10676,84,2266.800
2343198,2716399,18206,777210,2959530,3185,1216169,1457457,36791,1131375,4389310,-8812,88,2266.800
2423837,5920969,24101,993812,3880846,7722,2109392,6151827,106235,3518532,1.394915E+07,21269,135,2266.800
180185,135200,244,2368,13485,2569,54471,33534,4,3464,21832,137,39,2266.800
1184606,1888468,15683,1066260,4068003,8595,657937,1165084,29550,1901317,7257040,18997,91,2271.800
778144,1773566,12675,779524,2934906,5682,470030,916495,23678,1363274,5161240,13757,77,2271.800
989729,1651418,12078,595139,2297593,8359,495850,823515,25517,1263964,4935272,28978,77,2271.800
956096,1643372,13709,638122,2460463,4212,514279,761624,21370,1045480,4034183,3791,75,2271.800
760090,1514146,11989,688541,2632310,5011,426773,823231,20500,1053596,4080468,13793,85,2271.800
806242,2334661,18532,959866,3675383,226,532745,1232685,36389,1908256,7310112,-277,86,2276.800
762952,2020241,16831,1170096,4489251,5996,589092,1245288,33692,2045781,7872898,-2008,84,2276.800
1079566,2142449,12802,718402,2762148,9226,658413,1050806,21050,1022671,3974560,15630,77,2276.800
747066,2459904,11695,707415,2664290,3372,462673,1223740,21399,1056059,4045698,-1912,87,2276.800
719374,1809356,14730,803017,3049218,5956,471351,1009695,28459,1532808,5885313,4789,87,2276.800
879948,1421804,4832,34551,166625,1625,414238,594560,7091,54966,269971,-1474,71,2276.800
199427,874373,2667,16552,87686,3614,132025,450781,4655,33019,181641,9680,75,2281.800
581929,1228841,11927,734965,2861172,4136,338125,598969,17028,1022716,4020401,1884,76,2281.800
699838,1534958,12689,675480,2612866,5168,400973,783944,21009,1016712,3971819,12999,77,2281.800
829518,2612807,21484,1361716,5142115,10411,654774,1580766,38548,1996104,7656891,27100,86,2281.800
997575,2389869,16085,935375,3617797,6889,551114,1324859,33891,1969970,7625889,16015,88,2281.800
953239,2347685,17012,1013219,3855711,9654,576276,1265203,33593,1829593,7016385,22169,86,2281.800
1296988,2412006,17387,883350,3394202,7202,849923,1210268,29050,1340260,5206399,15264,78,2281.800
1204271,2077620,18656,1201154,4618040,9482,711492,1208790,34905,2002010,7732089,21961,85,2281.800
1023987,1905339,17322,1066126,4050613,4631,584524,1026983,31021,1820945,6960633,-1214,86,2286.800
1193497,2607106,16541,1097556,4164437,8964,844716,2000476,40191,2036385,7861341,15239,102,2286.800
735036,1439933,11893,668180,2593719,4145,394875,737268,18820,1023982,4037902,-2426,80,2286.800
591419,1662995,11309,637804,2450362,7108,365670,922830,21264,1020628,3964278,13587,79,2286.800
1026483,1833040,14081,848939,3242924,9506,545437,944596,25714,1378023,5352928,24605,81,2286.800
852946,1611376,12110,674910,2597987,5611,456893,755838,18914,1028615,4010785,1997,79,2291.800
937426,2497234,13299,698856,2714173,5028,586091,1502471,26292,1102802,4341803,239,91,2291.800
473269,1486258,11620,679925,2631685,3007,340516,757272,19013,992208,3860637,-76,77,2291.800
1020271,3278644,19849,1103133,4185238,4530,828599,2149380,48603,2419546,9247090,-11129,102,2291.800
930472,3805644,20848,899676,3471459,6017,759686,2349852,44538,1757153,6885371,22108,99,2291.800
892414,2700861,18886,1097905,4264548,8873,597543,1556843,33719,1971358,7641991,15504,84,2291.800
258310,1551385,3294,27829,136324,2226,147480,684539,5295,44718,229533,-6642,70,2296.800
1345290,1869691,13135,797235,3042279,10818,760337,879507,21155,1076876,4133761,27714,83,2301.800
1017676,1794971,13388,690934,2657601,2191,551535,874884,22102,1088878,4221420,-8455,77,2301.800
445940,1665309,16936,962139,3713689,5785,296072,869414,31739,1843541,7133597,8646,83,2301.800
634492,893699,8384,512168,1956260,4360,309464,471820,17531,962180,3699625,11804,73,2301.800
781924,2175240,12868,688738,2658147,4399,528833,1021102,21097,992328,3869767,3731,78,2301.800
1484989,3219878,22537,1250950,4795456,12482,1180622,2244494,53343,2606833,1.006387E+07,34201,95,2301.800
1176243,2398907,15569,889941,3416061,7454,705984,1222705,28490,1487439,5715523,16242,81,2301.800
1831578,4591268,24183,1116380,4322874,7485,1429623,3172553,63160,2953802,1.141841E+07,13007,104,2306.800
1884854,3835376,13073,777582,2976807,6216,1420246,3195729,37633,2179534,8473330,1404,106,2306.800
1851971,3963280,24181,1175155,4470949,9958,963185,2284145,46985,2022354,7749948,22448,82,2306.800
1343914,2762503,19431,1010114,3934256,12789,724624,1613943,39802,1958363,7687823,40902,81,2306.800
394987,1208440,10614,649900,2472641,8103,244187,608074,17581,1052853,4042360,31452,67,2306.800
743276,2040974,16573,1124486,4297806,9502,499536,1165766,30267,1793869,6952290,30057,88,2306.800
731695,2523398,15894,900902,3472978,6689,543604,1399959,34288,1984133,7667835,12104,87,2306.800
1381229,2743004,17295,1199419,4591063,5134,783545,1628851,35549,2028281,7880807,-1176,95,2306.800
478211,1524972,10797,674781,2611720,6307,331000,781914,17183,1042610,4050836,8534,79,2306.800
1318648,2463993,19176,1164889,4515090,10665,823792,1559293,39287,2036303,7949426,30716,91,2306.800
759651,1799685,11205,673001,2592121,2359,416757,975545,20084,1025800,3991366,-292,77,2306.800
643653,2590240,18208,1072165,4101760,8786,563812,1758928,37178,2083287,8016099,28440,91,2311.800
1973058,2747716,19370,1304214,5000101,1928141,1429379,2502007,59271,3700570,1.435533E+07,6720511,139,2311.800
531823,1597385,10525,595598,2329146,2550,331652,819502,21836,1000917,3939833,237,65,2311.800
1016182,2208167,17155,926757,3557373,5708,531495,1310007,38731,1900733,7345194,4961,78,2311.800
1173881,2536810,20286,1235472,4720994,8295,826470,1567189,37922,2011235,7777822,14537,81,2311.800
768331,2152020,18394,1102144,4267860,6654,542825,1183721,37211,2095525,8144876,11586,78,2311.800
656248,1638840,9878,570515,2184873,4650,348919,819913,18939,1075983,4157655,16459,83,2311.800
563891,1800821,10742,597010,2310054,7427,349368,936649,20255,1094529,4245006,29867,79,2311.800
715763,1974022,13695,693304,2674656,5397,466891,1075409,24488,1163802,4526374,14492,82,2311.800
669102,1797108,14004,511275,1984354,4335,463588,992265,27367,1108341,4316333,13256,81,2311.800
987912,1921957,15357,965381,3715489,5549,572039,999264,28156,1676232,6477057,2084,77,2311.800
438856,1234399,2369,23936,122410,2550,181608,576148,3795,44185,219302,0,72,2311.800
393368,1126650,5185,24124,117005,4194,222236,503843,7567,41400,213187,5051,70,2311.800
896641,1710475,13889,788929,3004935,7668,490759,918937,23450,1254142,4820219,28545,84,2311.800
957996,2114602,15176,713606,2754031,4349,629927,958989,28734,1001580,3887950,10473,79,2311.800
384559,843969,4942,255276,768285,7305,270240,621364,12196,514812,1554042,37027,85,2311.800
563997,1974882,18107,1211487,4590550,6407,419552,1194711,34620,2084842,7954860,-2829,86,2311.800
938201,2068702,12112,650789,2526489,3049,534108,1023277,19959,1037111,4037281,-6910,77,2311.800
670052,1413252,12000,702461,2727000,1903,383924,711020,19036,1033178,4037670,-2289,80,2316.800
732825,1894599,18062,1119620,4301971,4894,553762,1119733,32822,1857449,7183767,-2881,85,2316.800
261372,202817,1248,36591,145821,15,81826,60387,1297,38850,152321,441,50,2316.800
1017617,1792039,15240,870162,3360670,6027,658369,1093121,31897,1741456,6658875,6424,154,2316.800
510401,1381639,12061,611360,2324352,6461,301378,677944,19736,983671,3752825,17611,71,2316.800
879227,2668837,16349,890635,3473054,7911,675436,1803075,38935,2055829,8052549,22790,91,2316.800
1164688,1555212,13762,685179,2610656,5928,585464,773035,21791,978704,3764959,14589,78,2316.800
427747,1334016,9091,595940,2298304,5632,313884,762737,18634,965540,3759787,842,111,2316.800
1978685,5516479,25626,975311,3836543,8239,1704432,4954865,71593,2286410,9175676,20331,131,2316.800
688709,1907570,12341,724416,2772735,1767,431532,908843,23549,1055499,4087485,-6319,70,2316.800
177090,365646,986,7575,41299,3454,79740,143564,1446,12714,72847,5089,54,2321.800
600050,1622050,9132,647757,2493183,5129,391484,843156,18152,1038877,4037909,16142,75,2321.800
679506,1264917,11311,700479,2658197,4619,389752,557865,16201,991572,3812730,9251,71,2321.800
700113,1245994,10993,706003,2721897,9043,420770,650838,16498,954256,3702437,23578,77,2321.800
542935,1749324,12291,696968,2682695,3755,366019,934067,19112,1039073,4030547,-1720,84,2321.800
775503,2072572,12927,724832,2780182,1232,523505,1118057,20983,1056564,4107605,-11025,85,2326.800
1644683,4092930,24142,900757,3542340,5057,1228363,2670229,55176,1936828,7669323,14834,109,2326.800
730916,1542041,13164,703578,2694714,5321,390214,775022,24877,1372427,5255765,10676,76,2326.800
783420,1967849,16061,933687,3547609,2843866,482976,1052297,33586,1882650,7156852,3202778,82,2326.800
561027,1340881,12553,640553,2472463,4229,322069,604974,19071,929707,3599096,4731,67,2326.800
1006010,2238978,15172,579571,2249515,1507,496629,1002275,26655,1026740,3995914,-4437,78,2326.800
1499974,2470749,14934,682309,2601625,3513,822775,1257159,25542,1068683,4118906,5804,83,2331.800
701825,1949869,18866,954352,3613285,6172,467057,1085119,38661,2117764,8045384,7583,85,2331.800
844650,2221415,16753,1116906,4269280,3141,558853,1141316,30714,1567882,6052726,-6492,84,2331.800
809690,1985927,13511,601713,2323413,4645,436838,977760,22514,988044,3846733,-4501,74,2331.800
911685,1853464,19137,1294911,4913751,7369,595775,1063617,33968,1998890,7657103,7369,79,2331.800
1699100,3567991,21474,1126416,4362863,13675,1139492,2273961,62261,3385812,1.317956E+07,53548,111,2331.800
830476,1651975,12974,721138,2797232,5610,500960,778044,19841,991965,3883906,15898,75,2331.800
607642,1860569,15768,981923,3758312,12499,443007,1041065,32245,1956131,7512224,32622,86,2331.800
530949,2167639,16849,983926,3774467,4748,386061,1375744,37220,2026507,7788810,-1073,92,2336.800
690547,1346562,13208,819895,3172332,6509,371776,679358,26860,1578042,6099162,13316,76,2336.800
1570259,2344435,14828,859171,3340177,3678,784246,1443149,28475,1304489,5132916,4182,92,2336.800
