FSC-H,SSC-H,FITC-H,PI-H,PerCP-H,APC-H,FSC-A,SSC-A,FITC-A,PI-A,PerCP-A,APC-A,Width,Time
1398439,2113362,19222,1042820,4069701,1681258,656448,977511,32813,1637543,6434100,697914,73,4826.800
2616512,6233581,38012,1968320,7538693,13009,1629444,4033764,96395,3968085,1.549339E+07,20135,105,4826.800
725393,1589103,12991,777624,2976281,9428,446938,935386,30061,1687746,6567921,37244,79,4826.800
1282889,3296511,17065,784506,3028372,6387,794629,1968382,35502,1610450,6237733,8492,94,4826.800
576324,1466029,12294,689900,2626874,3401,358961,731354,20493,1077996,4130475,-1418,78,4826.800
1124292,1987008,19594,1276656,4895009,6493,640252,1164362,32450,1882119,7293088,5721,86,4826.800
442379,3011993,4734,39653,202029,3401,320859,1860783,8357,100216,521335,-232,87,4826.800
785389,2175489,15743,816121,3156956,10170,514929,1125362,37533,1925876,7491154,36717,80,4826.800
417810,1386570,9847,622007,2423854,656,274330,809031,17315,998026,3876230,-253,79,4826.800
447080,911109,1780,14206,66948,2435,171617,342700,2204,18400,94360,4889,65,4831.800
698762,1609486,12107,685698,2605135,6289,275991,653153,19774,1002777,3819817,18922,71,4831.800
420656,104866,-27,-88,648,2703,223849,40713,46,82,-7491,3218,80,4831.800
652918,1815544,12979,691172,2670926,7034,419180,932747,21380,1066909,4137136,18604,76,4831.800
805024,2012033,12943,658658,2544575,8868,481709,1080074,22455,1047832,4119782,32299,78,4831.800
1069894,4273991,28408,1497390,5815551,12404,1062251,3235518,75201,3917113,1.522537E+07,38962,107,4831.800
554564,1471656,11946,668203,2562642,2919,315628,655694,17284,984286,3808809,-2421,74,4831.800
1241652,2439261,15166,754610,2915280,4865,734383,1377399,28312,1332971,5194740,3680,89,4831.800
1063482,1586750,15352,706154,2703292,5093,613572,842779,26744,1048092,4037419,6703,106,4836.800
570911,1299836,10018,605268,2350232,9738,289364,554954,16573,1021639,3958166,33484,60,4836.800
200655,679099,1868,13678,69662,6032,78132,239976,2338,18269,94548,11796,46,4836.800
931734,1771717,17474,1110304,4210086,9617,1212189,2126590,56266,3068253,1.177609E+07,23287,151,4836.800
884748,3112907,19192,1068993,4122987,9794,646413,1623090,35283,2022647,7861167,30051,90,4836.800
2422129,1970556,22300,1234057,4707933,10419,1090503,995268,43347,1999059,7673444,34813,80,4836.800
761494,2078752,14391,760537,2927817,2274,515849,1125466,28010,1448027,5614988,-5077,78,4836.800
848472,1841279,16151,1112869,4264513,8021,539260,1189239,30967,2038843,7845886,14155,92,4836.800
908342,1511056,13889,799970,3036599,2703,525646,826347,24755,1325099,5067721,-5912,81,4836.800
932442,2928730,18180,1052053,4066999,8773,605347,1947318,41730,2023475,7903162,20346,90,4836.800
981347,2032782,16067,727318,2814497,4922,586242,986176,28082,1318614,5109313,15,82,4841.800
817122,2242376,12945,811257,3139571,2226,602458,1269758,26090,1164796,4569792,-13449,91,4841.800
563472,1381181,9840,507659,1995816,5851,332159,653171,17280,956155,3744128,14962,75,4841.800
735557,1786245,12505,722158,2780912,4073,453603,928907,22647,1272322,4923867,1559,78,4841.800
287811,186897,234,2057,12139,2163,88474,54974,164,3211,19350,2976,50,4841.800
544954,1530944,9898,523641,2035369,1806,308778,753668,17556,919531,3571649,-14892,80,4841.800
467540,1597212,11294,659364,2566557,3549,410468,1018432,26150,1584364,6129743,1134,91,4841.800
716622,2162600,17818,1187210,4526029,6046,505413,1198666,36508,1914119,7351934,2908,81,4841.800
430524,1487918,11910,762287,2950018,3454,270224,774188,18692,1036167,4032802,4237,80,4841.800
757967,1961616,13731,610721,2364273,9141,459944,951989,22635,1010602,3968855,21292,79,4846.800
370146,535801,7231,594909,2261921,36495,251328,364208,13399,984736,3781588,26026,90,4846.800
350583,309635,1479,5848,24938,2374,110313,90930,1323,6161,23448,4665,50,4846.800
608355,2266820,15313,966820,3772029,7804,407697,1345519,33117,1999372,7796779,15686,87,4846.800
1175379,3438658,25007,1550946,5994439,9376,1095886,2691140,67565,3765136,1.466172E+07,10909,106,4846.800
165824,105940,562,1848,9927,1806,50065,31762,704,3210,16788,29,45,4846.800
1224169,2699360,20213,1112857,4260480,4025,754553,1502008,37991,1906440,7397753,-6891,91,4851.800
1243378,2431933,15507,816442,3138630,4530,826552,1263611,27746,1243924,4833286,3052,84,4851.800
1050352,2360277,12882,694102,2658229,5021,700991,1226761,22269,1030585,3983318,15223,84,4851.800
781437,1512695,11765,701816,2736746,4028,407083,734246,17867,953105,3730512,-1219,79,4856.800
653528,1271487,11468,721032,2763436,10040,375926,628736,17517,1014590,3918478,31599,76,4856.800
926662,2122707,13879,816422,3129910,9083,658959,1156474,27513,1476490,5698847,34393,85,4856.800
410552,1040087,9828,631219,2401594,4138,246454,498993,14681,996102,3844948,3441,74,4856.800
1239808,2699906,15419,683908,2667045,1700,761972,1450668,30862,1089823,4253342,-8155,86,4856.800
477637,1458901,11519,663490,2583005,5502,315145,724420,20001,1060202,4125159,4691,72,4856.800
691701,1280479,10918,769508,2923405,4820,363580,591749,17571,1037863,3948836,11487,70,4861.800
502817,1540541,11516,760089,2889615,4684,328969,752900,22588,1083238,4168584,-1010,71,4861.800
1031292,1952593,14186,633307,2446986,4795,633283,963103,23326,999711,3876413,12254,80,4861.800
806188,2083726,15771,939450,3579513,5565,547150,1168982,29697,1583476,6096695,5640,86,4861.800
1289610,1773994,12368,649357,2474343,5579,606845,898120,20806,955431,3698590,8773,81,4861.800
199946,343741,873,7039,36751,4611,81562,117733,1300,10738,61415,11825,49,4861.800
673566,1781145,11156,665422,2544917,4579,400603,924586,19107,1022852,3971900,11391,79,4861.800
169125,26501,513,1238,5223,31085,41682,-588,668,1529,5915,32983,31,4861.800
551669,1570708,10728,646338,2474362,6316185,372340,755851,19708,1068501,4125042,4033099,67,4861.800
654003,1452607,12270,672548,2585565,4758,374330,622022,20379,1001038,3882125,3307,75,4861.800
1905113,3773557,19410,799138,3081400,5788,1101911,2112053,35316,1406291,5476620,-1888,91,4861.800
823977,1876902,13972,867829,3326342,4619,578503,1034439,25763,1293938,5046796,6370,79,4861.800
595510,1827312,11036,560861,2140338,2621,482529,1335677,24731,1077853,4188398,-2841,90,4866.800
982575,2469561,14552,808437,3136620,8233,729288,1658855,36920,1956882,7550763,30635,98,4866.800
612273,1790276,11589,721213,2808091,3122,431043,952722,19155,1074919,4199424,-2153,82,4866.800
792845,2256437,19104,1219833,4656604,9014,547250,1308234,33728,1980794,7589993,22994,86,4866.800
641862,1432915,13201,705879,2718873,7575,380268,662967,21246,1037838,4017372,16969,72,4866.800
1857784,4087919,27936,1777368,6813694,12040,3139697,6364176,107702,4196384,1.654215E+07,28881,159,4866.800
324926,1239902,9021,541383,2058671,4786,258975,737844,16910,975195,3758671,22811,107,4871.800
158570,88768,306,2195,10135,979,48952,26731,133,2255,12231,-162,45,4871.800
311655,488239,905,7679,34203,979,230105,310367,2287,19737,86249,0,95,4871.800
705609,1888973,17562,1053633,4036951,4224,457266,1102137,32421,1884693,7257421,-6080,88,4871.800
1179884,3179991,21265,961696,3726788,3976,782041,1908577,45645,1946691,7605299,-3719,92,4871.800
841773,2676463,17448,1071949,4121621,5449,677337,1672043,34785,1883443,7271654,-6789,85,4871.800
749523,2404454,18807,1132749,4317322,6188,594623,1539694,36850,2008436,7748438,8276,86,4871.800
649769,1431386,10960,671196,2562167,4744,381053,784769,18183,1064112,4091441,12548,75,4871.800
634240,2252427,11936,580914,2231547,2370,436698,1201755,22823,1088238,4223897,-4644,87,4871.800
1588301,3765469,23673,1017741,3918268,7803,1280163,2452131,52310,2112893,8167429,11647,98,4871.800
1862164,3009064,20417,1076121,4103663,7348,1113407,1573563,39437,1827247,7043773,18807,85,4876.800
825474,1567281,11994,682073,2659832,5498,405695,711407,20252,1137047,4434453,8247,73,4876.800
654418,1839495,13000,693457,2685831,9321,405696,896116,20607,1058445,4140094,36008,75,4876.800
1380199,2704447,19886,1174269,4461052,11299,851147,1554434,41671,2011235,7727780,36879,101,4876.800
1111354,2032474,12950,659425,2537819,5440,578170,1092904,28140,1181915,4621256,10390,82,4876.800
839715,2178301,13477,673781,2590200,7568,443826,1249409,25164,1042946,4042152,6372,76,4876.800
718630,2464756,16916,936111,3638374,7699,553268,1501675,36071,1946035,7562351,11643,83,4876.800
983883,1843054,14954,638975,2465097,10918,619193,907440,24746,1041915,4035680,28276,80,4876.800
908619,2016230,17476,966672,3729470,17956,528059,1037270,28672,1610302,6225873,38285,85,4881.800
1281696,3187334,20927,1047310,4018025,11918,1039982,2056322,41516,1860441,7218715,61635,88,4881.800
322417,1125641,8213,487634,1856262,1413833,180841,532041,16275,930134,3581052,425012,61,4881.800
386639,1439251,11498,753813,2889893,2319,262739,760553,19742,1041415,4027493,-13492,76,4881.800
1297542,2598089,18288,633186,2445263,4331,766979,1452152,34928,1042271,4107425,8394,85,4881.800
1445149,2632548,21527,1256873,4865760,6964,915928,1406538,35412,1964745,7668364,11835,81,4881.800
488771,1824883,12123,733337,2856922,4392,292790,870822,21182,1042332,4078157,961,81,4881.800
602370,1563083,12528,677804,2623731,4100,388463,803327,20606,1019718,3957922,-2674,80,4881.800
974583,2123450,12765,622071,2407904,567,553864,1051094,22060,1026166,4010020,748,80,4886.800
770830,2010939,11951,728111,2791288,4200,501521,1089500,23365,1361605,5257321,12278,83,4886.800
555227,1279855,9143,619789,2384165,6226,313922,727471,19287,999893,3878694,15641,78,4886.800
692322,2208506,14568,872489,3361354,297382,516543,1606611,37557,1932508,7458112,77333,93,4886.800
1892794,2447640,20168,964027,3701963,1121,916774,1182955,31770,1438350,5586663,-24213,79,4886.800
680608,1172664,11030,591701,2265215,1135,302768,516197,17552,951324,3657884,-13965,65,4886.800
924972,2049769,12585,688962,2653692,5459,503828,1004722,23305,987902,3856890,10454,82,4886.800
1145781,3024901,21112,1113613,4295697,6338,793113,1859858,41841,2065925,8054966,7862,94,4891.800
1165568,1866871,11704,684742,2644382,3067,612390,845160,18977,995847,3865432,9883,76,4891.800
735070,2352124,14774,784309,3033478,9557,557361,1306088,27250,1337541,5251533,34952,85,4891.800
884460,2143402,14636,871731,3390096,5681,512237,1210214,30343,1708369,6615743,7185,88,4891.800
875879,2137185,12555,739942,2830772,4971,584845,1100829,21626,1095381,4222948,13733,81,4891.800
1845767,3396011,23007,1192498,4563479,3692,1468202,2561385,46591,1916666,7434665,-19694,102,4891.800
1143709,2789349,13801,734584,2815628,10299,656587,1363334,23489,1033052,4014345,26913,84,4891.800
858727,1741536,11599,702303,2674234,4026,457078,844305,19539,1057728,4074264,7515,79,4891.800
825481,2063848,13321,712153,2725943,5894,551470,1249933,26226,1348349,5187419,10983,83,4891.800
1109411,3201642,25960,1644666,6260247,10460,938713,2252222,59458,3346287,1.284762E+07,23191,100,4891.800
676691,1725298,11386,670001,2588283,6100,415927,851407,18130,1048342,4076185,18295,74,4891.800
789965,1422252,11406,603727,2305083,6357,418966,710058,19697,987216,3812622,12949,75,4891.800
777076,2085080,19059,1083355,4162126,9090,518758,1222295,34850,1901028,7334643,17846,88,4896.800
787186,1766240,11334,664776,2564696,4723,418897,885727,19808,1081608,4196617,1938,81,4896.800
301368,848477,2277,20478,101022,1287,135146,319080,2891,28863,142761,-407,64,4896.800
768683,2439088,15724,794964,3047267,2334,469640,1241712,26501,1256684,4838460,-6837,83,4896.800
328128,347548,675,3286,14742,1287,111028,101006,1008,4206,16779,0,50,4896.800
556021,1455590,13544,622915,2426620,2732,358575,684483,22995,1037831,4042145,219,74,4896.800
705851,1451119,11746,708123,2755182,2540,420985,708621,18702,1004720,3936942,-4667,72,4896.800
1019482,1585045,12596,717879,2766158,5239,519288,815055,20891,1079310,4176689,17278,78,4896.800
857044,1478022,12890,666117,2556613,6969,498243,770968,20571,1042245,4035533,21763,82,4896.800
1471878,1320609,11632,833600,3194715,4540,673748,563986,19309,1213661,4669046,7290,62,4896.800
875952,1709691,13136,715250,2727510,4829,440539,804514,21105,1041076,4016104,7147,65,4896.800
524116,1664309,11182,586189,2254680,11951,287921,785830,19572,1014246,3944592,43003,64,4896.800
555379,1985537,13354,768866,2958809,8212,395272,1193706,28574,1495216,5776812,18226,73,4896.800
185304,497894,987,9763,48635,414,52125,152885,1071,13431,69073,162,34,4896.800
687271,1358944,10568,682849,2638046,240,377144,645883,18928,1037238,4019462,194,68,4901.800
678797,1931755,15109,963051,3714492,7878,414555,1071567,31237,1956928,7578512,11307,84,4901.800
171383,592344,957,8232,41807,1509,69195,209251,1384,12334,62020,-556,54,4901.800
1001778,2494876,19877,1120009,4283978,8345,748122,1431129,40190,2050605,7899609,28426,89,4901.800
1007176,2401893,16447,1005724,3901544,7288,604601,1300934,30938,1718148,6664524,9786,84,4901.800
975068,1594103,14118,818904,3122719,6788,533284,830096,22916,1236852,4782547,10916,83,4901.800
425547,1219346,13470,961771,3702507,7567,274260,752960,23527,1530660,5910333,23316,77,4901.800
649286,2140584,11853,585339,2287576,6834,405660,1105974,22719,1028323,4045159,17799,78,4901.800
706256,2263591,12087,603232,2317962,283,446102,1120750,20865,1030831,3961228,195,83,4906.800
852037,1989013,14313,804904,3106814,7072,470616,1072265,33585,1931424,7436986,19709,86,4906.800
480644,1598540,12581,751364,2890465,5793,291944,845076,22284,1257151,4885732,20403,74,4906.800
571720,1578447,15746,1042354,3993374,3836,418778,989267,27030,1663146,6400348,-9412,83,4906.800
1830692,4238011,28481,1662985,6341869,10463,1289263,2875464,67381,3296706,1.275052E+07,-2266,102,4906.800
1301919,3226291,22099,1090607,4214620,9201,952378,2077897,43511,2083836,8108143,22618,94,4906.800
1350342,2674820,16671,730802,2805486,4964,843166,1809693,30526,1094844,4266760,13386,98,4906.800
1389206,2012094,12670,679467,2596483,7903,713144,1015715,23007,990888,3849913,23799,83,4906.800
921852,2127111,13130,783064,2997807,4317,581411,1191068,25905,1227635,4740319,5848,87,4911.800
1032999,2157665,12405,676274,2621635,5668,608397,1059232,23781,1010885,3954031,10672,83,4911.800
944911,2025582,13855,650974,2510359,3235,497057,995967,22750,1070885,4154073,-9784,74,4911.800
647340,1625060,12632,611474,2363180,8534,400157,873962,24989,891685,3492586,25937,76,4911.800
2173011,3050161,18115,712603,2742574,12309,1223783,1549514,30726,1089168,4259404,48668,80,4911.800
1162528,1895656,10797,624730,2384787,4200,562567,894262,21637,953314,3653488,8350,82,4911.800
704362,1238651,12194,653245,2482655,1560,371540,576545,20897,990713,3794379,-6044,71,4911.800
919222,2058531,18814,1027470,3963086,5022,541190,1057612,36878,1803100,6973169,-6983,77,4911.800
865981,2333842,18905,1250922,4798928,8233,647536,1386180,35286,1899615,7331752,10401,82,4911.800
2558856,5953769,21369,647750,2575000,7868,1788555,4143707,52963,1490805,6038801,17891,102,4916.800
640498,1767897,10925,708138,2677944,5544,369940,892193,20087,1077917,4133227,20695,83,4916.800
1905171,2691383,19244,1099204,4225173,4751,1067704,1483276,38104,1682995,6504144,-11126,91,4916.800
440152,1614702,3030,38585,164273,2243,242996,770125,5682,74509,315276,-6202,76,4916.800
1046492,3508250,30798,1823273,6896358,10914,956074,2483761,73112,3985299,1.526767E+07,16124,100,4921.800
228426,232717,1313,5742,29164,3731,71863,69660,1851,9716,51682,5016,44,4921.800
1208979,2420425,15538,710362,2772222,6354,759703,1163962,28587,1015735,4014650,9700,76,4921.800
1125196,1806307,15855,947699,3605968,119896,832910,1409064,59724,3733475,1.439192E+07,159250,165,4921.800
1688778,3860337,21124,1112604,4253883,485,1111940,2464630,48896,1977978,7688201,-525,88,4921.800
1343683,1855395,15407,651741,2557879,7435,725484,905908,24885,1019869,4026475,14240,79,4921.800
640662,2187240,13365,791885,3040263,3820,420326,1147950,25153,1194657,4656661,-2439,77,4921.800
1490671,2545349,16921,840418,3257295,7147,820167,1392534,31492,1407524,5472170,17878,78,4921.800
1670968,3781212,19128,912893,3544379,5632,1008220,2492764,42561,2133068,8316685,4186,102,4921.800
911322,1696552,12445,630572,2472277,4526,458652,800918,21886,1015724,3980393,8595,70,4921.800
604928,1313029,12656,764033,2905210,8044,342838,636179,19343,1027398,3936832,26159,67,4921.800
787002,1919711,12719,758408,2916092,2654,504491,967946,21657,1069624,4156022,2458,75,4921.800
837871,1795412,13234,738853,2838591,7852,498377,909386,21340,1047971,4053795,20777,81,4921.800
341110,237755,1268,5979,27672,-68,103733,67026,1403,5943,25512,219,47,4926.800
745060,1996346,16663,1118623,4299396,9449,537538,1132345,31725,1831938,7098700,11285,88,4926.800
749702,1759818,11028,767427,2928395,3554,528852,1372238,28699,1383971,5347752,7474,109,4926.800
858906,1904115,15157,843917,3215269,3509,513304,975004,25502,1293824,4958017,-477,82,4926.800
906829,2452774,20753,1018889,3925283,6501,595283,1426584,40375,1936334,7489415,11790,91,4926.800
170632,234714,434,6000,28114,4200,103866,142336,700,18372,102986,12542,91,4926.800
746690,1824024,11962,705095,2694886,5955,497736,947241,21700,1051109,4078900,14682,79,4926.800
684472,1407281,11004,667709,2554130,1962,350952,721584,18528,1025658,3951794,1160,79,4931.800
1026834,2267794,19813,1320025,5019286,9831,763441,1345538,35800,2009944,7707998,29521,103,4931.800
699243,1866309,9889,568834,2161418,5234,441305,1044757,19466,1160550,4461077,17731,84,4931.800
1286545,3856077,22331,881357,3382519,6439,1036393,3093030,60258,2142617,8326699,107,107,4931.800
808224,3099548,17995,661133,2585665,3447,682219,2168508,48666,1573816,6241956,2727,110,4931.800
1886350,5535778,22740,694278,2689153,10588,1791848,4952551,71787,2479006,9677677,53349,125,4931.800
666239,1884241,18349,1016666,3907827,9425,515153,1060784,33434,1870598,7179192,21671,82,4931.800
1028756,2450381,17888,904125,3517050,8072,744663,1609613,44361,2052559,8018308,26248,89,4931.800
