FSC-H,SSC-H,FITC-H,PE-H,FSC-A,SSC-A,FITC-A,PE-A,Width,Time 
824912,1656829,13755,594068,843847,1666592,60655,2723534,137,119721.797
922058,2087250,20558,896158,508604,1218081,43825,2058099,73,119721.797
649404,1834638,11273,383727,390716,909265,24841,1074783,91,119726.797
606139,2113012,19458,856464,441849,1415773,46632,2019171,99,119736.797
794624,1758503,14261,684188,505147,999938,33841,1672594,85,119736.797
435354,1972028,19364,741293,316701,1156412,44269,2068647,90,119736.797
699828,1730274,12788,512147,449412,846109,25249,1069133,84,119741.797
1724230,3732536,26979,1201444,1121802,2210821,55663,2101914,92,119746.797
207599,213993,662,2821,64403,62772,425,3438,47,119746.797
167300,125107,842,28696,55544,38363,976,33116,48,119751.797
589662,1663327,11501,469588,466789,1006522,27020,1069145,96,119751.797
1927894,3538511,28803,1423931,1315569,2630171,83562,3994878,115,119756.797
1204917,2007567,14417,599338,527968,1074630,29455,1120645,82,119756.797
714705,1695597,12056,503023,414270,914848,25616,1080187,83,119761.797
555734,1168952,10574,524445,263935,546885,19832,1017450,72,119766.797
505356,1789048,11892,488055,346817,960468,25842,1063174,78,119766.797
680712,1008870,8828,460396,387097,575441,20055,1034401,84,119771.797
1167147,1810763,16967,871234,777123,1318769,44449,2019296,120,119776.797
103685,51190,367,1071,25790,10662,294,1058,30,119776.797
697818,1002228,8006,433201,386712,616417,20226,972562,90,119781.797
638367,2176283,18834,1045027,396608,1173117,39517,2032763,83,119781.797
776164,1717739,10837,480353,430075,866797,22897,1055008,91,119791.797
822898,2742606,12532,577727,541323,1386902,25196,1015420,77,119791.797
538428,1773341,13666,470771,280843,846191,24622,1016439,75,119791.797
110839,226298,769,24247,37560,71045,886,28764,44,119791.797
669460,1644828,12148,551902,487731,1125431,30211,1063183,94,119796.797
620613,1803558,14231,636917,412267,985247,36230,1940059,98,119801.797
125235,84233,358,18049,37477,24509,260,18650,42,119806.797
770222,1875978,14492,744743,413800,1002776,37600,2082174,89,119811.797
662289,1994759,12253,525926,391523,966927,22904,1019412,80,119821.797
807635,2242097,17311,919320,415279,1155340,39691,2095578,81,119821.797
914616,1999499,19788,1020272,485680,1090741,38890,1995095,76,119821.797
1195855,3325168,19768,858274,677804,1985822,49476,2152456,96,119826.797
741643,1918503,12520,542494,365293,855548,22142,1001501,75,119831.797
736772,3061073,24684,1179982,643537,2159015,73364,3897585,112,119841.797
499761,1811705,13110,557307,349014,896621,24246,1031325,86,119841.797
1244829,2193077,18201,871137,520514,1061742,41829,2104278,99,119841.797
479185,2101619,14982,731556,296937,1027009,39318,2105985,86,119846.797
711133,1442964,13199,571231,391918,797908,25534,1057126,78,119851.797
719108,2005380,17028,762886,552679,1108651,41708,2053065,96,119851.797
112881,69742,252,848,36851,22285,15,739,43,119856.797
1158102,3006480,22003,1105463,644625,1630305,43375,1998314,89,119856.797
1177800,2562135,22187,1178431,830334,1663979,51416,2089510,88,119861.797
1040025,2352706,20371,941377,638191,1485417,48348,2098025,90,119866.797
118420,105994,580,23199,34414,30942,514,24999,41,119881.797
1353711,2810933,20756,932746,799047,1710539,49085,2141838,90,119896.797
855322,2120177,17686,994709,528456,1301800,40586,2082123,88,119896.797
1060467,2822357,19925,972187,613139,1691422,44150,1983240,94,119906.797
421983,1877236,13527,474845,308909,984991,25996,1106904,84,119911.797
720106,2195601,15381,569140,706954,1603162,49044,2104915,125,119911.797
688870,1332989,10765,546650,435368,858965,24467,1046463,84,119911.797
1059478,2050799,20864,1013062,565906,1117638,44789,2038359,89,119916.797
641241,1900121,12909,579010,322962,914259,24435,1058127,80,119926.797
384083,993892,9029,368038,213960,482740,20829,1062450,87,119936.797
1021198,1770269,12890,652670,473881,904898,22523,1052152,78,119936.797
1112613,2487051,16827,601285,782638,1336693,36070,1066900,83,119936.797
719108,1887171,16568,821321,354683,928588,38979,2078860,85,119936.797
1412811,3013914,20739,842849,842742,1835447,49616,2039884,89,119941.797
778275,2020765,17221,863402,384388,1139722,39340,2056119,83,119956.797
1427935,3871422,27245,977617,1078504,2292299,61548,2155440,101,119961.797
121105,51953,259,12718,32773,14205,97,12223,38,119961.797
798231,2241632,20728,892317,605580,1380158,47985,2095062,109,119961.797
954627,1814268,17824,951859,612075,1125946,39912,2005989,88,119966.797
628694,1623676,14763,729811,426339,1006982,40184,2011197,89,119971.797
604350,1536687,11957,441954,386066,979788,26436,1055862,94,119976.797
605640,1812637,16961,971761,471417,1165635,38125,1980639,89,119981.797
1211334,2438096,20437,958177,897894,1479382,48865,2075307,104,119981.797
1402271,3464256,24955,960773,958817,2280348,60992,2114415,93,119986.797
973919,2220027,17805,621010,715512,1453792,35853,1038897,90,119986.797
926537,2114587,15974,650817,640207,1153386,34925,1499700,85,119991.797
924393,1887166,16442,874884,632522,1346764,41786,2020579,100,119996.797
979297,1881219,18153,929187,652900,1377245,43378,2027470,95,119996.797
827963,1859839,13469,697738,619969,1285187,41731,2031465,100,119996.797
669897,1530574,16125,810915,486930,927917,41826,2045033,89,120001.797
853532,1876700,17221,990300,534732,1213866,38639,2022837,91,120006.797
494552,1547518,11553,411501,265462,795534,24168,1057111,84,120006.797
476134,1416983,5369,33842,290697,705596,9955,68837,81,120006.797
1031820,2698740,20590,1027898,538075,1551085,44110,2027927,90,120006.797
753205,1479506,9821,488466,344800,719374,21828,1034017,81,120011.797
1362516,4186339,24193,872342,986215,2416945,52637,1898351,92,120026.797
993545,1838850,12391,533519,456701,934080,23758,979260,80,120026.797
927957,1568922,13475,558794,527467,816163,26716,1044755,77,120026.797
2078411,2308081,18708,945035,1188044,1393905,44141,2040269,89,120031.797
100818,167739,632,2580,35447,52191,553,3139,42,120031.797
292793,513012,2608,8314,138057,239049,4232,14687,68,120031.797
725046,1627292,16783,921530,448823,963756,38362,2029012,84,120036.797
520572,1570120,10966,458036,361306,949850,24189,1033435,87,120046.797
960382,2131934,17640,789901,670443,1243698,44631,2044147,100,120051.797
778020,2621529,17324,881435,432161,1432583,42209,2102008,92,120051.797
810699,2488961,18379,956430,517000,1371842,46131,2133300,89,120056.797
250925,584059,14895,19311,144702,308178,27260,38533,74,120056.797
1158817,2526241,20248,933112,666736,1516975,45925,2023354,92,120056.797
150708,597642,2071,9480,85206,284717,4255,18213,70,120061.797
659623,2121112,13579,623134,341463,1149289,38218,1988208,96,120061.797
1106730,2248250,18897,847564,643429,1387623,45181,1990182,95,120066.797
1307746,2504448,19188,860241,864944,1461986,43109,1919101,90,120066.797
924919,1988238,14917,750272,516058,1019500,40131,2002154,103,120071.797
147844,92786,423,20802,38279,21114,293,21418,34,120076.797
448051,1594868,11483,528438,391782,1143227,39498,1906188,152,120081.797
1542449,3671127,23050,770627,999415,2212579,53373,2039290,116,120091.797
917464,2877638,21552,832539,716680,1847291,51412,1998084,86,120091.797
332173,1069589,10513,483449,202896,598163,22945,1057476,77,120096.797
732732,2096329,21160,1263959,654776,1797900,71126,3976364,109,120096.797
636350,1454747,11793,517874,328184,843786,25210,1054137,84,120101.797
645886,1294361,12427,647768,451273,838340,31043,1565871,96,120106.797
1855768,3207226,20939,993983,760935,1565130,44576,1997674,86,120106.797
171350,280909,4326,264123,153008,252418,17600,1000565,88,120106.797
1386510,2230742,15898,856735,930577,1412095,44609,1989267,90,120106.797
638547,1705433,15544,780831,509680,1159827,39955,2015126,98,120111.797
588604,1939264,12660,530835,481523,1301780,31241,1087660,89,120111.797
663317,3309401,26479,1322689,522124,2052886,72619,3730371,97,120116.797
787830,2310786,17848,945321,473946,1333108,42967,2079044,93,120126.797
1343698,2246719,20713,1034558,939409,1418676,45108,2021831,90,120131.797
1301532,2784080,20076,871257,693315,1685973,49522,2039604,96,120146.797
504108,2159136,20311,892924,324543,1040324,40142,2032313,83,120151.797
595142,1388822,17000,939183,419895,999358,41622,2069591,97,120156.797
692098,1851227,19060,951671,505690,1228588,42611,2044453,87,120161.797
614314,1711669,11810,524830,368818,879587,24144,1056583,78,120166.797
692589,1520745,11676,481622,410044,833604,28473,1097297,97,120171.797
304431,732222,8819,555224,190390,401541,19782,1223363,78,120176.797
719705,1450495,15034,833829,419152,928808,36623,2008488,88,120181.797
1294096,2638861,19053,933481,636180,1442399,43571,2040539,85,120181.797
784582,1623455,12822,559581,464286,955603,26284,1083268,82,120191.797
1083638,2396285,13309,529580,607658,1438628,29850,1124776,86,120191.797
1216287,2244380,17220,719540,783337,1396395,44542,2048313,96,120191.797
722318,2325013,19935,866720,452866,1301881,44420,1998637,106,120201.797
767192,2735457,20713,417879,409926,1221452,38083,1076699,79,120206.797
538141,1577662,10781,452953,301961,836937,23339,1045652,82,120206.797
1315962,5158328,33909,1510431,1059416,3393445,91475,3996924,110,120211.797
784687,2198829,18458,976458,433171,1293581,39892,2026198,85,120216.797
730591,1296944,14996,746666,559912,1286743,53257,1995227,134,120216.797
666384,1679557,12866,708813,478724,980920,32147,1699532,89,120221.797
232037,255253,967,4801,103592,109446,643,8069,67,120221.797
104093,103209,550,2090,32711,31487,569,2764,42,120221.797
1062138,2883284,20920,867249,618979,1774225,51209,2108606,94,120226.797
1421414,3641907,24667,1011273,911877,1964923,51792,2080502,88,120226.797
550397,974865,10024,427228,647781,942559,41387,1982943,164,120226.797
1308865,2290442,19139,660143,615604,1216188,50463,2106417,95,120236.797
675879,1775066,13164,586603,355292,938618,26444,1042225,79,120241.797
1213289,1964438,18785,1073060,706569,1058868,38847,1978585,79,120241.797
106797,64584,265,10023,29054,17768,239,10445,38,120251.797
898434,1713034,11789,538265,542767,888621,25193,1079339,85,120256.797
779575,1404357,10796,540484,457761,741341,22691,1053347,81,120261.797
787329,1342935,11562,521891,378050,695566,22217,1035588,78,120266.797
1411724,3532250,21344,841880,1001023,2277201,58697,2248752,107,120266.797
873443,2532576,19528,569741,558839,1618636,53120,2040759,98,120291.797
853680,1732576,13530,737620,574098,1138061,34208,1434159,90,120296.797
631969,1988688,16419,815421,465887,1214886,40786,2100505,96,120306.797
632742,2055043,12793,558584,432860,1229761,43248,2042456,116,120316.797
596592,2046151,16837,865442,539704,1353906,42222,2080948,94,120316.797
624098,1633831,11155,426174,357103,811096,25016,1047389,82,120326.797
1080624,1735439,12883,785126,774243,1045512,39472,2060148,101,120326.797
1398307,3365248,20023,963518,735859,1832963,45734,2026689,90,120331.797
127802,82153,512,18661,34852,22674,297,18741,39,120331.797
1119484,1691091,15214,801897,723294,1235756,42956,2073381,97,120341.797
1394454,1894950,16715,890554,809791,1442224,43930,2089990,93,120346.797
171731,118013,374,21168,47547,32794,168,20789,41,120351.797
1087512,1676822,15914,853421,500064,780285,38610,2062131,92,120356.797
558004,1701054,16329,940117,397155,1115129,39051,2121996,85,120356.797
763189,2466762,17916,989854,477149,1291273,39859,1998541,88,120361.797
1155558,3172284,22360,1032247,616883,1853259,50546,1997867,93,120366.797
1759955,5229892,22610,958435,1767704,4725094,79045,2305457,120,120366.797
869955,1612608,17671,1050709,572913,1003491,40748,2047696,77,120366.797
641591,1583907,14754,743094,467583,959606,38201,2053575,97,120371.797
812365,1844996,17224,929123,467883,1039949,38963,2029872,89,120381.797
770188,2192291,19112,889857,444277,1136721,39950,1902414,82,120386.797
750563,1342326,13928,818935,647193,1034575,36084,2014183,94,120386.797
741220,1587791,11396,534017,485646,912339,24221,1086784,76,120386.797
710788,852087,4250,20076,244852,282573,5306,26113,49,120386.797
822867,1812127,15880,807279,440348,1177886,40834,2063565,88,120386.797
636097,1857016,15284,630508,436652,963985,27036,1055837,80,120401.797
993917,1363704,12202,603745,463613,593638,21439,1014726,76,120401.797
844197,1367240,3939,104182,565946,730697,9280,222818,86,120401.797
557441,1029681,5982,151628,265308,476845,10316,204082,68,120401.797
881437,1384527,12128,624345,480029,784914,22762,1063972,79,120406.797
580261,1738899,16110,791712,395269,1040548,41800,2128709,88,120411.797
652040,877302,6699,199857,411506,474451,15300,564480,77,120411.797
511926,1892093,15899,731246,414399,1194180,44088,2091627,101,120416.797
695561,1481778,11244,639572,392560,861190,27573,1443434,87,120416.797
1381441,3142491,20113,947570,1316792,2925360,79533,3167073,132,120416.797
569711,1577411,14454,708873,304806,837930,37514,2056700,85,120416.797
452834,1662803,13025,616752,440973,1265439,41362,2026741,95,120416.797
414197,1565149,13602,704995,300162,851717,34556,1940105,78,120416.797
1791760,4404981,28633,1089353,1525988,3030999,84591,3249030,109,120421.797
863874,1986550,17286,871879,429754,1146226,41196,2023677,95,120421.797
112387,101994,306,2455,31885,25511,153,3106,35,120421.797
1000363,2235333,19550,925783,456909,1094086,40780,1951378,85,120431.797
1246913,2475009,16971,659222,704334,1328406,30259,1046499,82,120431.797
229206,646858,5919,287974,181002,447633,17366,1044595,113,120441.797
122606,111641,195,1888,36823,32391,166,1659,41,120451.797
769809,1477442,12442,494910,506884,930565,28609,1043806,85,120461.797
588796,1669519,12583,700347,394802,979888,34229,2043865,96,120471.797
1217907,1482445,15799,706448,608502,1077305,40929,1715671,94,120476.797
564756,1405903,5688,33540,392699,727215,10223,63688,83,120486.797
697173,1610344,13627,616884,648350,1365758,48596,1687187,107,120491.797
691901,1636916,13773,601022,366528,906500,35065,1876530,92,120491.797
678502,1763603,15967,905928,380784,1072904,36734,1980652,97,120491.797
479847,1692376,17472,789882,374458,985650,40253,2040878,86,120496.797
636594,1641231,12760,612754,424870,951233,24382,1067213,87,120501.797
430223,1192994,11563,492791,240792,614199,21372,998942,71,120501.797
1424838,2565377,20928,959000,896622,1792735,51386,2103786,96,120506.797
525962,1050004,3467,20426,293036,489377,6325,39965,76,120506.797
601245,2424913,18399,866425,418422,1270820,43988,2145570,90,120511.797
1416588,2091506,17434,892178,751647,1296632,41962,2075526,91,120516.797
680665,1409011,14964,769181,436386,898387,38617,2056151,96,120516.797
1641490,2503975,22633,1070873,847106,1512267,47049,2067003,87,120521.797
924976,3109851,19883,766780,742765,1948851,53707,2152551,90,120521.797
136257,112433,471,30093,41913,30881,432,34980,39,120521.797
1085908,2292285,21557,1087988,636398,1263157,43335,2105992,85,120521.797
1189825,2729307,22667,1105080,619825,1557119,46040,2175582,82,120521.797
649546,1977606,18599,867857,482663,1239928,43026,2030737,88,120536.797
804962,2580401,18539,1063148,437852,1142122,41335,1994325,85,120536.797
