FSC-H,SSC-H,FITC-H,PE-H,FSC-A,SSC-A,FITC-A,PE-A,Width,Time 
824880,2459986,20334,1073301,614489,1571124,47628,2196106,79,69136.797
880372,2045835,20013,989292,568698,1223140,41849,2021966,84,69141.797
2489546,3651064,24985,1381324,1459506,2065912,77176,3889196,96,69141.797
978826,1864042,14905,832379,477334,1045479,36766,1963736,94,69146.797
115316,116502,567,25901,34680,33237,637,27153,41,69146.797
154397,311293,1647,5998,74599,135848,2545,10386,59,69151.797
474223,1834571,14906,710027,291130,981577,38203,2081813,103,69151.797
941052,1881206,17233,841765,567473,1181497,39657,1997261,92,69156.797
601396,1816049,14624,790311,507638,1116335,43526,2081828,105,69156.797
434686,701694,4604,183459,445372,724920,23333,1045728,147,69161.797
648395,1401529,9372,435575,490722,956631,27402,1055370,92,69161.797
387700,632634,6228,356877,385448,648896,24951,1382498,134,69161.797
1342014,1647911,14551,546308,579943,795181,27885,1077130,82,69161.797
1622870,1992675,12134,527303,684406,853422,23817,989139,82,69166.797
974236,2546589,18079,1000580,664959,1671815,43007,2116434,88,69166.797
809662,1869335,13487,532538,382010,896121,25807,1097962,78,69171.797
451621,1470189,14874,837053,350576,1037534,38217,2102915,91,69171.797
1725926,3920640,30369,1281192,1042563,2582612,90854,4168546,102,69171.797
1071489,2420532,20094,956214,666612,1443432,46496,2107823,90,69176.797
1172997,2457150,20497,1075467,578780,1292898,40305,1949942,85,69176.797
864099,1348164,11507,452625,839624,1151823,43320,2018921,127,69181.797
1266387,3014107,22707,1016287,891780,1784155,49619,2082404,88,69181.797
937393,1949426,14110,527966,513551,1047929,28783,1066399,85,69186.797
696867,2076039,12812,511129,379579,1014821,24514,1056796,78,69186.797
985557,1368991,11534,526228,517194,683426,23749,1059017,100,69191.797
1204458,2106480,18023,867472,593318,1085250,42164,2062872,84,69196.797
469851,1133988,9630,401792,574105,1121722,42213,2065633,173,69201.797
367464,770142,3636,12056,157278,292014,5455,16894,61,69206.797
635690,2145521,17058,886862,413451,1102687,37008,2038605,83,69216.797
926325,2107120,18594,1023987,585374,1400544,42962,2077713,88,69226.797
746110,1935572,13162,617813,466477,1029021,26505,1069778,79,69231.797
1671466,1623673,14611,865146,794579,881027,32731,1580878,80,69241.797
2478371,7931588,37547,1431496,2325864,6170841,127212,3876521,123,69241.797
587422,1376875,13106,774546,382251,1063279,37313,2070849,87,69241.797
647143,2227828,15353,466484,415142,1125412,28792,1050537,80,69246.797
930960,2537200,17532,882987,531572,1314463,41546,2079069,94,69261.797
603778,1516693,12777,451814,328642,768910,24917,1049570,78,69266.797
198183,38204,190,7644,56969,10966,65,9285,44,69266.797
1094553,1256564,14233,850183,534634,766646,32484,1934350,86,69271.797
1666414,4084885,24951,843814,1699496,3653932,92493,3104483,145,69281.797
1653432,7279574,64500,3227761,2560664,9875543,303916,1.48231E+07,146,69281.797
778440,2034486,17351,911228,401913,1037177,41285,2046579,85,69281.797
855043,2232801,16023,640408,599211,1233960,32041,1126364,88,69281.797
599145,1433860,14413,761190,371879,821275,36766,2049530,88,69286.797
1446095,2105180,24914,820885,691947,1137617,52613,2048826,87,69296.797
788543,1935339,13379,621337,418526,985936,27760,1094694,82,69296.797
468576,1472539,10876,398449,240853,669090,22734,1066784,79,69301.797
1057962,3490689,21667,585239,690909,1966442,42708,1125270,87,69316.797
497109,1359623,11564,529121,275818,674338,22988,1002282,73,69316.797
849601,3006401,21330,898838,695733,1982433,52512,2110512,93,69316.797
550629,2128556,12913,432747,317325,1050853,26059,1019653,85,69321.797
661641,1516671,11339,531084,392106,846423,23679,1073492,85,69331.797
905922,2350018,18808,989994,478546,1242511,39268,2093235,84,69341.797
712197,1940181,13726,525767,401497,950000,26509,1055109,82,69356.797
789443,1279200,11973,611370,654361,1011752,39212,2061452,112,69356.797
552975,1925338,12205,623027,329399,1157268,39939,2136703,104,69356.797
931613,2757330,14798,629828,479356,1243001,28452,1170825,79,69361.797
951218,2730533,16135,615461,558641,1496281,33214,1073901,83,69361.797
1069195,2484539,18787,793276,636226,1369591,40888,1743292,98,69366.797
1163940,2056572,17104,703628,707367,1452128,45854,2081073,100,69371.797
747499,1986285,12085,476644,433712,957678,24307,1053442,78,69376.797
969589,2044241,9884,435841,572094,1126297,39576,1772606,107,69376.797
1019847,1948041,14691,849988,512588,1195036,40966,1964335,96,69381.797
645046,1317120,14790,921270,450608,994524,37146,1965810,92,69381.797
824904,2078561,17543,800344,459398,1180310,41620,1999364,88,69391.797
1272412,2415381,21312,904997,657016,1369489,46000,1994652,84,69391.797
781444,1757043,13741,575946,466081,1096756,28334,1068080,86,69391.797
795658,2342036,16980,543883,420765,1216114,39889,1722996,95,69401.797
906138,1569313,7661,28952,385538,591299,10234,42649,62,69401.797
612798,2086707,17620,981422,424314,1160345,36952,2010681,96,69401.797
449968,2142830,19479,874709,276414,1150157,41114,2112505,83,69406.797
664820,1882981,11639,414134,367696,947370,24506,1055247,88,69406.797
362552,1850355,10209,429934,317560,1210565,36623,1866822,114,69411.797
664580,1100744,7250,324927,522566,807478,22533,1048503,106,69411.797
923776,1967454,19528,1080781,670513,1118504,45074,1995134,82,69411.797
483457,1325864,13607,736238,465871,1019583,42022,2096827,100,69411.797
984738,1681243,11826,506840,441888,745250,21461,1017795,77,69411.797
132072,492767,2041,10547,64876,203891,2620,15713,55,69411.797
876505,1387825,11621,555251,524635,788409,24352,1057774,81,69411.797
1242282,2662999,21388,986534,861759,1718144,47061,2055338,89,69426.797
618494,2061561,18743,957058,482127,1204544,41109,2073578,87,69426.797
1068271,2317540,16917,855080,652389,1233416,42188,2047753,102,69431.797
580559,1653156,12951,537451,454480,1013960,29104,1075281,84,69431.797
1013104,2720490,18937,894974,1486854,3092988,87284,4034812,170,69431.797
595545,2525066,18234,1006935,431524,1388262,44439,2022340,82,69431.797
2094956,3727137,26470,669465,985698,1990026,52387,1117719,88,69431.797
557347,2226164,13599,598220,389016,1180360,31093,1460427,88,69436.797
808025,1663408,13210,495292,395634,707349,24325,1075632,75,69436.797
110148,77788,271,1019,34607,24582,57,1296,42,69436.797
970859,2258998,15396,652563,540972,1229491,28833,1037792,79,69451.797
867562,1571950,15931,803795,336107,714384,37221,2004420,91,69451.797
1094134,2159452,15447,869908,612395,1257942,39292,2028770,99,69451.797
125439,140713,620,27017,35070,38950,614,27031,40,69461.797
844048,1876057,13633,562654,520284,943295,27420,1007641,85,69461.797
519134,1192255,10813,584055,369486,749261,23837,1003654,82,69466.797
1100529,2062783,14303,594565,501479,993992,26663,1065906,79,69466.797
216264,694038,3557,13495,98127,265382,4983,20948,59,69466.797
675636,1748513,12407,483248,345291,871701,25410,1046368,93,69471.797
997601,2301282,15481,840823,566473,1208637,41806,2015837,94,69476.797
1636191,2229093,17049,964501,848001,1246292,43184,2077177,84,69481.797
806578,1547040,13514,599004,440435,910002,26355,1030187,79,69486.797
1374234,2529215,15822,643299,590142,1193465,32579,1109188,84,69491.797
1180752,3962676,21430,745049,1381528,3722755,91445,3229054,169,69491.797
843722,1997397,16774,835945,459923,1160881,41597,2075749,98,69491.797
817127,2185075,15642,622282,465537,1219592,41701,2056263,93,69491.797
1361650,2742256,13949,681149,664438,1310539,39985,1942016,111,69501.797
701597,1831446,17443,914932,423050,1037096,38836,2075437,79,69501.797
1174262,2994847,19868,854913,612514,1349018,45354,1966831,91,69501.797
1097487,1587707,14615,834319,489661,678861,30704,1713495,63,69501.797
762541,2052721,18917,902681,385474,1080239,44440,2134926,73,69501.797
674460,1455229,11209,422528,428461,951812,27749,1035162,93,69501.797
736047,1590177,13846,622031,340214,789742,25605,1017428,78,69506.797
967223,1749407,16541,898620,662225,1112579,40166,2053644,87,69516.797
825668,2217430,12594,583649,510674,1140429,26878,1044087,82,69516.797
1211079,3083685,17149,675185,615835,1552518,44921,2013473,118,69516.797
151659,259575,976,4623,53162,80470,1058,5273,48,69521.797
1115478,2354111,14833,723158,793892,1479463,37344,1919658,112,69526.797
383483,617292,7060,444635,491632,791455,34029,2081802,166,69536.797
744509,2173555,16677,957964,467914,1156082,39598,2062754,86,69541.797
359308,1037135,3962,22678,160465,401858,5941,30559,67,69541.797
1446354,3484279,18481,717011,806326,2047696,48904,2085678,109,69541.797
1132113,2108099,16453,840986,490578,939058,39832,1987357,91,69546.797
1133653,2075654,12967,591010,670696,1248611,26797,1081449,84,69546.797
810892,1904039,13008,586301,490040,966380,25273,1047392,78,69551.797
509348,1269795,13273,753897,409486,969448,38911,2035583,95,69551.797
1567777,1661129,13335,590562,646570,732299,32863,1730668,97,69551.797
954571,2133790,17203,822088,554522,1558539,45742,2024132,96,69556.797
553792,1344722,13847,733597,400725,831496,34672,1910023,92,69556.797
365732,1113436,8756,452944,291219,666219,22080,1057332,86,69561.797
983606,1771560,13085,540065,542209,962965,27075,1049044,83,69566.797
558993,1428547,9609,351947,379223,867805,24360,974813,99,69566.797
1315336,4319974,30183,1549555,904699,2634148,79834,3874226,109,69571.797
584300,2315717,15800,693408,531112,1671520,45274,2157814,108,69576.797
666308,2330019,19145,566919,403674,1151880,34611,1070758,81,69581.797
943412,1835690,13884,459045,494272,848556,28327,1254827,80,69581.797
202805,564198,3304,18245,79784,189308,3852,22737,50,69581.797
590164,2099187,18024,750858,501461,1390310,44669,2126913,126,69586.797
1090288,2810185,15077,704486,807785,1637813,50696,2260218,120,69591.797
799473,1537819,16871,950142,485220,1037445,37908,2042235,86,69591.797
1027005,2979094,16934,631377,659380,1427788,30885,1078681,82,69591.797
559351,2137725,16382,762110,484496,1520180,43442,2082247,98,69596.797
961766,2768811,20740,888231,744034,1613943,47654,2046948,91,69596.797
1032645,2060579,14473,634167,543048,1062082,28276,1046067,78,69601.797
833969,1179719,15879,815906,555610,739149,38607,2021226,86,69601.797
791378,2606873,22082,1123351,567641,2014188,73167,3967860,114,69601.797
937354,2010463,15091,766380,382660,902572,35614,1946270,78,69601.797
1281123,2197131,18808,986879,1374809,2514567,81281,3746924,126,69606.797
917197,2318178,21850,1138917,565405,1208550,38984,1968138,75,69606.797
107874,73714,272,17863,30175,20468,140,17591,38,69616.797
1274728,2688792,19591,897943,616745,1528905,42875,2030767,90,69616.797
463250,900119,9572,514403,387880,724428,35461,2087347,126,69621.797
827911,1846445,13199,806124,473094,1052948,35927,1919139,101,69621.797
1307330,1738489,14108,803148,707921,1267266,42429,1986536,98,69631.797
1324317,1777546,16248,885668,569554,830708,36979,2016096,87,69636.797
284788,631059,6147,357477,225375,543312,19556,981072,105,69636.797
672405,1722299,16372,830265,393621,1110541,42620,2119472,93,69641.797
1063153,2164903,14356,444420,606372,1114175,36182,1118927,113,69641.797
2577718,5633348,35539,1451417,1659213,4102519,104172,3773288,109,69641.797
377094,736270,8768,605440,299306,622130,26634,1695504,95,69646.797
632873,1539754,11190,499078,264354,653776,21371,1025627,79,69646.797
153101,548764,6416,15108,80041,251379,11369,27363,62,69646.797
694827,1269545,11675,579709,453454,736663,22891,1074644,81,69656.797
936274,2632430,20614,985447,538436,1249544,44461,2037988,82,69661.797
1291469,2098174,20890,977930,585938,1290421,46600,2054399,89,69666.797
723612,1681567,9808,425371,434921,828189,22883,1085922,91,69671.797
610865,1890586,11504,483939,411482,1036237,24406,1037252,81,69671.797
1073201,1745182,14826,598637,495488,796936,25853,1064157,76,69676.797
156515,96495,316,16283,43600,27814,315,16785,41,69681.797
1033282,1726544,15437,810454,609670,1020894,40116,2027395,95,69681.797
646290,1415483,13154,711846,613504,1332433,43547,2044965,122,69691.797
503007,1273655,11905,556037,337282,671813,22668,1100448,78,69691.797
677425,2285403,18375,925007,449477,1246507,41553,2059395,83,69701.797
326949,1641032,15947,757722,240959,1049097,39808,2025144,89,69701.797
764701,2065475,14016,497343,436182,1034957,28833,1050866,86,69706.797
398487,1108148,8239,344537,278865,692707,28042,1461077,141,69706.797
997123,2287717,20716,995300,885727,1834369,63708,3140615,109,69706.797
652587,639160,6610,395804,449415,584783,21143,1022419,97,69706.797
850408,2606731,16837,894881,407960,1149947,41404,2103680,110,69711.797
1066169,1935668,16973,873948,770950,1175543,40273,1996093,91,69716.797
661401,1860541,14340,579706,483558,1210426,43330,2024886,108,69716.797
1196402,2483861,16431,801994,969355,1558343,46375,2056593,99,69721.797
1006302,2645262,18850,809807,808157,1676903,47129,2106399,98,69731.797
1442805,2670494,17416,605677,717421,1345666,33152,1067151,86,69736.797
104913,139543,583,2579,31894,41455,237,2692,41,69741.797
139865,172916,1558,90681,51566,80041,3795,248697,66,69746.797
961192,1873661,15293,710690,514544,990492,41133,1995183,103,69746.797
850282,1767042,8853,522265,573207,1090017,41142,2059500,144,69751.797
192970,397086,221,895,56743,113533,129,829,44,69756.797
760087,2028582,17045,856583,378532,1154570,40254,2062234,107,69761.797
537937,1734421,11494,463645,273624,823097,23795,1012178,69,69761.797
985486,2218528,13327,556329,530413,1159820,28839,1028688,88,69766.797
1533430,2538752,16918,889766,871314,1438263,43639,2076141,94,69771.797
376599,1792610,14226,694993,281126,1087396,38818,2046480,87,69776.797
683314,1343197,10841,599390,462267,996195,36799,1951815,99,69781.797
895421,2816207,20654,841836,601991,1906158,54279,2090404,99,69781.797
109709,58200,325,16829,30603,16065,159,16400,38,69781.797
810637,2572622,18119,803917,506565,1429343,39810,1939431,89,69786.797
147724,114677,202,1541,53425,40067,150,1718,49,69786.797
944245,2345659,17709,919759,445217,1072891,39428,1937831,83,69786.797
974495,3063790,22114,1120046,708159,1920781,44022,2029354,88,69791.797
1154632,1845944,11261,434454,725902,1029125,27160,1070434,97,69791.797
508470,1775017,14070,728246,407780,1056352,37545,2045930,93,69791.797
866866,2439382,20014,1074599,561198,1396586,39537,2033273,83,69791.797
474674,1208898,8315,271066,387146,815023,26429,1042578,148,69796.797
1018251,2599848,20261,1037759,693876,1554366,45001,2140849,89,69796.797
584451,1169470,8969,438535,425241,984300,26443,1058308,98,69801.797
1086694,2345730,13676,560836,484225,1061852,29276,1085444,85,69806.797
752035,2541339,17216,783454,441675,1212659,39400,1939357,81,69811.797
828259,2382559,13622,735049,372478,1112424,37141,1852618,77,69811.797
962263,3258403,19752,999075,954032,2226755,78665,4336409,135,69816.797
1138351,2772211,18909,931653,658406,1485240,46500,2068074,89,69816.797
175974,341779,988,4356,77728,121567,1123,6579,55,69826.797
844673,2094053,20248,991247,511539,1299524,44490,2059968,90,69826.797
1588627,2343640,16164,878870,768719,1254108,40511,2037263,115,69831.797
962974,1654866,15868,763617,817162,1251352,43879,2052733,113,69831.797
103210,150521,381,1950,35728,47968,288,2108,44,69841.797
942480,1106715,9387,551488,488128,640669,21795,1019223,80,69841.797
870162,1926572,15465,768919,492543,1144322,41844,2124493,87,69841.797
1511480,2944025,20643,1050872,812549,1561220,43072,1905967,88,69846.797
904768,1605170,14442,776235,626013,1361349,46478,2112908,99,69851.797
1190558,1756591,12864,512606,585656,892584,26836,1124654,87,69851.797
770006,1891117,13465,571249,482121,1136798,27291,1083933,112,69856.797
1028456,1925400,16475,762455,611544,1120174,40174,2038102,93,69856.797
876339,1967392,17149,769751,576176,1036971,39761,1997932,88,69861.797
905249,1874427,15626,793384,649350,1300318,42268,1983094,94,69861.797
1104529,1997677,17279,844396,728117,1409874,43423,2123953,94,69861.797
206168,52393,255,10486,56351,14514,179,10505,42,69861.797
984200,1730601,18135,764454,464432,981977,42868,1967386,97,69861.797
319265,1694474,15504,836624,278078,1079617,36578,1966696,91,69866.797
655190,1815754,14091,677211,351106,969896,25455,1056169,78,69881.797
1300323,1854294,18072,858690,817774,1036553,42264,2119416,88,69886.797
1428989,1517102,10466,449070,929401,1137564,40077,1965582,118,69896.797
911623,2281533,19066,1039776,510359,1180047,38919,2051844,81,69901.797
1204529,1812371,16884,956948,733234,1083712,38775,1928907,83,69901.797
904617,2039328,16907,828045,410740,949405,40149,2089292,98,69906.797
505930,2221941,18373,851329,315853,1085009,40246,2142179,82,69911.797
1000020,2014507,20614,958235,615205,1244674,46416,2097848,90,69921.797
188088,301476,7897,530791,168613,292443,28258,1849027,122,69926.797
955482,1813296,18048,1038260,510138,1075985,37719,2008906,84,69936.797
956049,1820487,18578,987113,549521,987348,38959,2087131,85,69946.797
936579,1866816,15648,579355,457159,791139,26003,1041645,73,69961.797
686696,1712299,16161,972403,390405,936852,35638,1999645,85,69966.797
1001941,2345223,20287,1095459,636656,1301656,42320,2056427,84,69966.797
524298,1774241,14942,737973,337076,1023225,35419,1764850,89,69971.797
1423657,2832003,17126,845061,717651,1612275,43781,2004049,97,69971.797
805137,2351569,19897,1002378,497874,1413988,44178,2056807,87,69981.797
529119,759166,8578,464432,411130,635766,33433,2007488,132,69981.797
697635,1838677,15681,735727,510719,1109922,40820,2014245,105,69981.797
690305,1841931,15278,734784,465835,1239348,39351,2026788,95,69981.797
886250,1625935,14081,623647,464132,838846,25527,1070646,78,69981.797
625056,1729159,16292,885908,492621,1130573,39590,2042144,90,69986.797
986460,3349423,17412,546533,814628,2438764,48058,1192499,105,69991.797
699688,1648510,10644,504210,366480,872920,23010,1026126,86,69991.797
747332,1475379,14604,789648,657050,1062459,39076,1928320,150,69991.797
729253,1967474,14301,609386,462906,973534,25698,1089014,78,69996.797
712951,1634691,12144,513555,401366,795785,23168,1015612,76,70001.797
919927,2493749,20777,1181469,596506,1333904,41528,2063918,84,70001.797
511409,1603380,11335,568206,269766,776196,21424,1059417,76,70006.797
1419547,2246722,15025,922889,877065,1521346,40644,2042212,96,70016.797
2484583,7585223,35181,1070000,2101502,6408476,123114,3607936,140,70016.797
676146,2064444,19863,1059019,506321,1286611,40910,1997079,85,70026.797
1141029,2497235,18909,888150,489888,1242530,42815,2039122,90,70026.797
813565,2930964,21367,971887,478013,1648946,44394,2001181,87,70031.797
737518,1118701,11057,535554,566940,947999,41967,2047707,159,70031.797
670441,1198112,9797,488291,363825,573038,21054,1031870,82,70041.797
587374,1968935,17823,974039,386751,1037179,39268,2063631,83,70041.797
593997,2560262,17107,1011555,391018,1337549,41940,2043789,88,70041.797
894559,1897309,13637,595935,635107,1139944,31928,1095251,83,70041.797
588283,2092698,19176,914431,443956,1295340,39985,2028405,89,70041.797
967456,2725020,22448,1019860,909376,2176138,67346,2807089,113,70046.797
1449064,3550491,22001,661519,851879,2420927,64626,2113649,106,70046.797
1026233,1410836,12173,547491,533597,745283,23519,1006062,70,70046.797
1522664,2483419,18299,1009045,708131,1199475,39882,2045039,74,70046.797
842611,1884618,18928,999141,556895,1114468,41847,2024404,81,70046.797
648083,2122569,13634,656026,357981,1027151,41034,2105570,94,70046.797
1410655,3254284,29734,1472860,1013045,2495377,84349,3997399,98,70051.797
1288407,2376149,21588,958090,660217,1314609,45647,2016632,86,70056.797
656538,1571354,11443,450446,313006,780651,23608,1056806,78,70061.797
193762,603364,3043,14514,73396,192818,3230,17149,53,70066.797
479972,1692701,6795,34660,229032,719825,10636,51728,71,70076.797
131572,130881,4784,3474,62046,63200,10013,7711,65,70076.797
727824,2077043,20149,1095871,588802,1451652,44519,2109338,92,70076.797
1329561,2692351,19213,920019,747929,1742725,45455,2034389,93,70081.797
1195636,2454174,16666,836617,672471,1522773,46118,2018705,94,70091.797
888379,2072878,17994,802641,472039,1167182,41735,2017111,91,70091.797
1083221,2334760,20405,1007219,613260,1483956,43532,2062951,105,70091.797
1206407,1797893,15651,875407,585789,996703,38409,1912579,114,70091.797
1889826,3310529,21508,893629,879609,1628241,49877,1978984,88,70091.797
369834,1380090,11229,498807,223666,769599,22907,1020575,70,70091.797
699445,1565490,11797,572493,324484,663156,25821,1112958,80,70096.797
799730,1395580,11314,553007,458761,737892,22753,1053676,80,70106.797
1074928,3140491,25907,1102796,793800,2035238,82737,4104887,150,70106.797
483362,1400910,11358,545651,303923,723072,23034,1019661,79,70111.797
886771,2174474,19769,978867,638805,1453295,45810,1980697,92,70116.797
890464,1595147,13556,770410,531312,973902,34960,1817927,89,70116.797
1049588,1397987,12890,640003,795549,1272835,43671,2029439,115,70121.797
1009497,1872304,16780,922151,621535,1199397,42221,2081084,89,70131.797
276640,394737,6243,384512,112867,241184,19243,1151103,73,70131.797
823767,2734309,14898,581776,488918,1372034,32171,1050348,81,70131.797
124918,173422,684,3797,52913,74552,1178,6123,54,70141.797
775017,2072907,16229,788902,524575,1286209,41888,2059509,88,70141.797
919597,1772128,12973,532602,444860,860534,27264,1104679,80,70146.797
364217,1429180,12891,673316,282683,934262,37071,2076564,102,70151.797
652205,2000719,13741,619194,431813,1014150,25018,1043339,78,70151.797
1160517,1831681,12457,588895,561324,934872,24734,1014338,81,70151.797
286593,1443368,12696,641064,255663,953012,37614,2046252,107,70156.797
1653073,2521116,18523,1010370,698102,1230959,42069,2005658,90,70156.797
157335,186799,1189,3889,57276,66324,1175,5676,51,70166.797
1421535,2441444,18147,904351,609016,1130474,38710,1973692,91,70171.797
1448124,2317175,18544,995903,711937,1306133,40814,2110945,85,70171.797
933020,2728794,19906,940840,665057,1617497,44913,2111368,87,70186.797
701753,1877443,18453,1065257,649522,1536262,66131,3920443,129,70191.797
832879,1905050,13263,615530,440274,938267,24435,1038837,78,70191.797
1551285,2184096,15377,762416,892867,1450821,42283,2115417,105,70201.797
429005,1303002,12873,658509,277006,725139,34304,1969529,79,70201.797
785947,1792196,15342,755846,670558,1295923,41016,1960158,94,70201.797
1766401,5963416,32183,905932,1622796,4036193,96852,2925554,121,70201.797
666983,1934765,14469,502304,369038,949925,27486,1092770,80,70206.797
1722216,2821147,20808,921968,736376,1423534,46487,2062063,95,70211.797
1273258,2283076,17084,893306,821527,1403728,44195,2038543,95,70211.797
567173,2097152,19622,987233,391899,1192937,42627,2133625,88,70216.797
266987,328818,876,5716,98755,118623,1402,9150,57,70226.797
871256,2446923,18930,977219,640886,1542226,45706,1977758,90,70226.797
191675,747917,2938,15593,98245,342684,4811,29575,59,70226.797
827329,2653953,15473,763788,404945,1151596,40117,2026752,103,70231.797
575086,1864178,15568,720037,331856,1034414,39226,2112577,103,70236.797
112194,75980,108,10436,33359,21679,117,11729,40,70241.797
1494799,2970130,19882,940082,914637,1915623,48845,2068350,93,70241.797
116871,68425,553,468,42412,24197,756,504,49,70246.797
569013,2057987,13364,530984,406828,1153313,40759,2067143,125,70261.797
425008,1448798,11620,509252,322826,803184,24973,1087961,87,70261.797
1566993,2713134,20280,1084197,1095378,2258869,68344,2983376,116,70261.797
1426786,2909735,22515,987779,803294,1333368,41769,1980973,85,70276.797
1040205,2409980,16445,756362,798836,1584829,46554,2070297,94,70276.797
675126,1995439,16458,884474,393300,1070424,40050,1993668,90,70281.797
1111236,2841193,20990,962015,552697,1377400,43784,2029646,84,70286.797
1835139,4546289,25318,617371,922207,2095875,43432,1085138,80,70296.797
1376514,1672516,17767,896061,713019,1019514,41024,1955175,94,70301.797
123593,157725,339,2099,43095,54360,250,3465,46,70306.797
1237115,2372686,17687,989411,589419,1070914,39827,1989408,91,70306.797
570353,1588968,14198,667055,410342,980405,39898,2001099,87,70306.797
687456,1837976,12486,559804,445195,1012293,22892,1056503,80,70311.797
1363746,2124364,15768,813138,1091612,2052758,67430,2969122,116,70311.797
1022708,3200108,21057,869772,577139,1738456,49051,2065815,79,70311.797
822841,1581830,14917,796481,618066,1203909,41713,2067033,94,70311.797
868184,3680683,26517,1086753,809778,2758831,86246,4043345,118,70321.797
465938,1493850,15604,842042,327773,1019323,41212,2093809,85,70321.797
776446,1850032,16678,702206,461498,1019050,37011,1524303,85,70321.797
630242,2517510,20091,1044525,361413,1277627,41712,2092925,70,70321.797
716039,1860779,12931,516905,408879,990865,27669,1079564,86,70326.797
141108,85678,126,590,38408,23252,-39,638,40,70326.797
688131,1619906,15697,802652,416507,904977,37968,2009223,91,70326.797
828310,1931297,18032,980240,508867,1143775,39432,2072898,89,70331.797
760253,1937147,17665,870724,566338,1218529,39931,1977059,89,70331.797
605862,2053383,14053,580092,433054,1292336,40411,2035709,126,70336.797
943305,2554157,19323,1019872,468758,1242346,41731,1985560,88,70336.797
984404,2014832,16750,873042,564782,1259944,42822,2128829,88,70336.797
1163957,2663588,15580,901960,678479,1556848,42925,2027202,101,70336.797
550599,1079412,5811,342773,374483,540408,22185,1047374,120,70336.797
654514,1350631,12908,734674,455300,913884,37946,2096172,90,70336.797
650364,1571406,14497,763333,530098,1217835,40451,1988932,98,70336.797
716827,1925098,17213,891200,473696,1161777,40697,2074784,87,70341.797
706927,1461977,11649,557212,441980,831441,24720,1019915,80,70341.797
730640,1642184,10751,497505,403304,842087,22939,994887,75,70346.797
675006,1630844,11918,363089,455481,945159,28164,1080369,127,70356.797
440905,2451276,15642,490577,276867,1130941,28472,978876,73,70356.797
693591,1638900,13847,610769,462059,930021,39367,2080788,134,70356.797
1399892,2434309,20169,841298,661904,1188696,47421,2040495,97,70361.797
817432,1532384,12524,467237,400633,706903,23702,1062666,81,70361.797
497404,1586447,11463,505179,308135,762618,24496,1049464,80,70361.797
471306,956763,8864,437351,287743,511449,20727,1016296,75,70361.797
802183,2799138,16576,867100,451272,1339513,42335,2030714,90,70376.797
813206,1926079,17993,901239,636653,1209648,42403,1997800,92,70381.797
1021488,1761520,13504,605271,438996,881548,24919,999744,79,70381.797
686878,1871668,16030,832087,470884,1000952,36078,1913038,83,70381.797
824021,2108964,17479,934281,359037,1071119,39408,2114175,84,70381.797
1141410,2201613,17339,940533,702704,1090561,38023,1938762,90,70381.797
564046,1476122,11268,508510,288823,640762,20941,987929,63,70381.797
997271,1868415,18109,1024029,565463,1105078,39378,2041818,77,70381.797
953114,2010828,18324,937052,675957,1243024,44523,2078941,103,70381.797
434935,930825,3492,29441,281938,477838,6714,44058,82,70386.797
614482,1491026,11228,502300,364392,766472,24453,1065987,82,70386.797
749354,1797474,14477,772111,612284,1296564,42463,2050885,96,70391.797
508397,1828103,13720,611521,330054,920758,24977,1101501,78,70396.797
1059117,1988615,16207,618288,714276,1111610,33467,1101262,99,70411.797
610970,1715467,16020,669933,502140,1224413,44399,1999223,100,70411.797
1143102,2228515,17086,837714,550757,1160588,43564,2083485,93,70411.797
742988,2084112,21439,1155755,665085,1608439,66186,3482907,109,70411.797
552467,1808301,16586,741328,493871,1148873,42794,2074920,95,70421.797
537834,1931509,12412,549762,335369,910933,22622,1022376,76,70426.797
626547,1625965,13272,714604,528562,1187859,38896,2052655,103,70426.797
1015372,2003942,17591,983110,794869,1510733,43410,2181456,92,70426.797
104976,50047,179,9558,29227,13763,41,9364,38,70436.797
674478,2352120,16237,829096,647837,1590881,53494,2669739,109,70436.797
1826778,4122894,25435,1150868,1268353,2368019,56497,2016295,82,70441.797
292306,458476,9790,671505,236294,361455,29164,1943776,105,70446.797
102176,149646,524,32963,36996,51471,599,40090,45,70456.797
340829,736024,12933,825026,156105,333383,20784,1184267,75,70456.797
691078,1582869,11620,474368,508675,904760,25521,1117230,85,70461.797
428205,1171366,9464,461059,240874,595201,18882,1040901,77,70461.797
1065943,1863918,13287,567675,513085,897317,27098,1057597,82,70466.797
950674,2392660,17583,943635,578743,1447929,43392,2039422,96,70476.797
983307,1826832,16051,890726,495464,1028549,35923,1980492,90,70481.797
865777,1455679,13635,746847,556788,1028018,37658,1972251,95,70481.797
1331814,2661227,17359,860249,879987,1732535,50050,2125972,100,70486.797
281652,518124,4046,188697,135200,260023,11238,611127,68,70486.797
675157,1423509,9365,453653,477687,855718,36437,2028421,149,70486.797
1115764,2631155,18917,950691,701811,1569644,44107,1991660,89,70491.797
603891,2054624,14920,843892,484291,1342149,40113,2031193,94,70491.797
670358,1247606,9351,473187,362229,611816,21236,1070401,100,70501.797
1224949,2408627,15900,616610,648797,1328199,32349,1106856,88,70516.797
1051084,2879811,19654,914565,652507,1680394,44688,1971596,85,70521.797
118539,129652,448,26118,38936,41808,672,32451,44,70521.797
