seq,xcol, ycol
1034,0.0, 0.0
1035,210.0, 0.0
1036,0.0, 133.0
1037,113.0, 0.0
1038,0.0, 82.0
1039,0.0, 0.0
1040,0.0, 0.0
1041,259.0, 0.0
1042,0.0, 170.0
1043,0.0, 375.0
1044,1180.0, 65.0
1045,1359.0, 538.0
1046,2033.0, 478.0
1047,205.0, 0.0
1048,464.0, 161.0
1049,1926.0, 253.0
1050,0.0, 0.0
1051,1046.0, 0.0
1052,1500.0, 0.0
1053,141.0, 139.0
1054,239.0, 0.0
1055,149.0, 302.0
1056,727.0, 274.0
1057,0.0, 124.0
1058,301.0, 0.0
1059,0.0, 161.0
1060,74.0, 188.0
1061,763.0, 594.0
1062,153.0, 0.0
1063,934.0, 39.0
1064,814.0, 273.0
1065,542.0, 0.0
1066,372.0, 149.0
1067,405.0, 1552.0
1068,0.0, 18.0
1069,0.0, 0.0
1070,40.0, 51.0
1071,2584.0, 905.0
1072,0.0, 0.0
1073,3785.0, 1255.0
1074,0.0, 401.0
1075,0.0, 87.0
1076,0.0, 816.0
1077,0.0, 0.0
1078,0.0, 379.0
1079,1237.0, 19.0
1080,0.0, 362.0
1081,1178.0, 0.0
1082,540.0, 0.0
1083,292.0, 0.0
1084,0.0, 1275.0
1085,718.0, 0.0
1086,285.0, 567.0
1087,0.0, 0.0
1088,439.0, 206.0
1089,0.0, 145.0
1090,1532.0, 6.0
1091,331.0, 0.0
1092,0.0, 0.0
1093,1325.0, 113.0
1094,0.0, 0.0
1095,0.0, 0.0
1096,0.0, 0.0
1097,668.0, 177.0
1098,0.0, 0.0
1099,109.0, 0.0
1100,457.0, 447.0
1101,18.0, 1254.0
1102,222.0, 0.0
1103,0.0, 357.0
1104,0.0, 0.0
1105,519.0, 25.0
1106,699.0, 26.0
1107,1293.0, 30.0
1108,0.0, 445.0
1109,0.0, 0.0
1110,0.0, 0.0
1111,389.0, 0.0
1112,0.0, 488.0
1113,1687.0, 0.0
1114,110.0, 0.0
1115,445.0, 4.0
1116,0.0, 0.0
1117,0.0, 0.0
1118,411.0, 260.0
1119,0.0, 0.0
1120,719.0, 592.0
1121,0.0, 375.0
1122,0.0, 181.0
1123,0.0, 491.0
1124,0.0, 0.0
1125,0.0, 0.0
1126,1280.0, 0.0
1127,0.0, 567.0
1128,0.0, 159.0
1129,137.0, 92.0
1130,0.0, 775.0
1131,0.0, 0.0
1132,0.0, 354.0
1133,365.0, 145.0
1134,469.0, 206.0
1135,0.0, 159.0
1136,0.0, 393.0
1137,0.0, 13.0
1138,556.0, 46.0
1139,1082.0, 178.0
1140,0.0, 164.0
1141,1787.0, 1319.0
1142,0.0, 202.0
1143,0.0, 0.0
1144,0.0, 0.0
1145,2707.0, 0.0
1146,33.0, 214.0
1147,0.0, 0.0
1148,0.0, 0.0
1149,858.0, 115.0
1150,942.0, 0.0
1151,540.0, 362.0
1152,42.0, 195.0
1153,0.0, 8.0
1154,793.0, 0.0
1155,1487.0, 1435.0
1156,121.0, 0.0
1157,0.0, 0.0
1158,0.0, 0.0
1159,1624.0, 286.0
1160,425.0, 216.0
1161,567.0, 171.0
1162,0.0, 326.0
1163,0.0, 0.0
1164,0.0, 0.0
1165,271.0, 273.0
1166,0.0, 0.0
1167,0.0, 0.0
1168,0.0, 305.0
1169,264.0, 174.0
1170,558.0, 0.0
1171,0.0, 94.0
1172,1587.0, 206.0
1173,0.0, 59.0
1174,0.0, 386.0
1175,150.0, 0.0
1176,384.0, 0.0
1177,260.0, 185.0
1178,81.0, 0.0
1179,0.0, 0.0
1180,0.0, 5.0
1181,0.0, 0.0
1182,882.0, 34.0
1183,0.0, 0.0
1184,1523.0, 0.0
1185,3058.0, 514.0
1186,523.0, 87.0
1187,441.0, 82.0
1188,0.0, 83.0
1189,340.0, 0.0
1190,0.0, 832.0
1191,0.0, 68.0
1192,1750.0, 574.0
1193,622.0, 0.0
1194,80.0, 326.0
1195,2260.0, 577.0
1196,0.0, 18.0
1197,420.0, 85.0
1198,0.0, 0.0
1199,52.0, 1018.0
1200,0.0, 29.0
1201,220.0, 0.0
1202,0.0, 341.0
1203,0.0, 0.0
1204,0.0, 0.0
1205,551.0, 0.0
1206,2331.0, 0.0
1207,0.0, 94.0
1208,0.0, 0.0
1209,13.0, 0.0
1210,554.0, 613.0
1211,2209.0, 3393.0
1212,559.0, 0.0
1213,966.0, 353.0
1214,0.0, 252.0
1215,0.0, 0.0
1216,0.0, 326.0
1217,94.0, 365.0
1218,1235.0, 0.0
1219,0.0, 135.0
1220,305.0, 339.0
1221,0.0, 153.0
1222,0.0, 41.0
1223,158.0, 336.0
1224,0.0, 466.0
1225,0.0, 0.0
1226,0.0, 306.0
1227,61.0, 0.0
