seq,xcol, ycol
1133,745.0, 216.0
1134,1766.0, 212.0
1135,729.0, 428.0
1136,579.0, 131.0
1137,659.0, 0.0
1138,516.0, 0.0
1139,561.0, 6.0
1140,1120.0, 319.0
1141,755.0, 5235.0
1142,579.0, 72.0
1143,481.0, 62.0
1144,478.0, 803.0
1145,805.0, 13.0
1146,593.0, 408.0
1147,666.0, 0.0
1148,5350.0, 0.0
1149,649.0, 210.0
1150,561.0, 159.0
1151,25043.0, 807.0
1152,510.0, 29.0
1153,660.0, 152.0
1154,1063.0, 0.0
1155,468.0, 2660.0
1156,776.0, 0.0
1157,33286.0, 64.0
1158,1629.0, 99.0
1159,681.0, 680.0
1160,695.0, 140.0
1161,545.0, 467.0
1162,1079.0, 2150.0
1163,1168.0, 7509.0
1164,569.0, 316.0
1165,701.0, 219.0
1166,5455.0, 0.0
1167,745.0, 171.0
1168,936.0, 5.0
1169,752.0, 0.0
1170,640.0, 188.0
1171,531.0, 0.0
1172,547.0, 286.0
1173,818.0, 299.0
1174,11232.0, 305.0
1175,15206.0, 996.0
1176,586.0, 0.0
1177,646.0, 475.0
1178,561.0, 228.0
1179,567.0, 117.0
1180,595.0, 145.0
1181,834.0, 958.0
1182,1085.0, 142.0
1183,787.0, 266.0
1184,1205.0, 242.0
1185,1423.0, 0.0
1186,630.0, 0.0
1187,1742.0, 872.0
1188,1838.0, 8536.0
1189,28498.0, 454.0
1190,1623.0, 146.0
1191,567.0, 33.0
1192,817.0, 0.0
1193,1091.0, 263.0
1194,563.0, 326.0
1195,882.0, 0.0
1196,812.0, 111.0
1197,569.0, 132.0
1198,1221.0, 379.0
